epic_id,stage_r_label,stage_r_reason,n_events_total,n_events_ge_5_cadences,n_events_ge_10_cadences,n_events_shape_ge_071,n_events_shape_ge_074,n_events_long_good,max_shape_score,median_shape_score,max_duration_cadences,median_duration_cadences,depth_min,depth_max,depth_ratio,spike_fraction_2cadence,stage_r_policy_version,stage_r_needs_manual_review,stage_r_debug_json
EPIC_211534076,promote_to_deeper_eval,promote: 13 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.263,38,24,20,18,14,13,0.855307609270227,0.6995671390789678,24.0,12.0,7.4757925005553e-05,0.00203161160728,27.17586940955213,0.2631578947368421,stage_r_manual_calibration_v2,False,"{""counts"":{""n_events_borderline_long_ge10_shape_ge070"":18,""n_events_ge_10_cadences"":20,""n_events_ge_5_cadences"":24,""n_events_long_good"":13,""n_events_shape_ge_071"":18,""n_events_shape_ge_074"":14,""n_events_spike_le_2_cadences"":10,""n_events_spike_le_3_cadences"":14,""n_events_strong_ge5_shape_ge074"":14,""n_events_total"":38,""n_events_with_duration_or_shape"":38},""flags"":{""depth_highly_inconsistent"":true,""has_coherent_long_family"":true,""hold_borderline_long_family_rule_passed"":false,""hold_single_strong_rule_passed"":false,""promote_rule_passed"":true,""single_strong_depth_ok"":false,""single_strong_field_size_ok"":true,""single_strong_hold_allowed"":false,""single_strong_spike_ok"":true,""spike_2cadence_dominant"":false,""spike_3cadence_dominant"":false},""metrics"":{""depth_max"":0.00203161160728,""depth_min"":7.4757925005553e-05,""depth_ratio"":27.17586940955213,""max_duration_cadences"":24.0,""max_shape_score"":0.855307609270227,""median_duration_cadences"":12.0,""median_shape_score"":0.6995671390789678,""non_spike_depth_ratio"":27.17586940955213,""spike_fraction_2cadence"":0.2631578947368421,""spike_fraction_3cadence"":0.3684210526315789},""policy_version"":""stage_r_manual_calibration_v2"",""thresholds"":{""borderline_duration_cadences"":10.0,""borderline_shape_score"":0.7,""depth_ratio_inconsistent"":10.0,""hold_duration_cadences"":5.0,""promote_duration_cadences"":10.0,""promote_shape_score"":0.74,""single_strong_depth_ratio_max"":15.0,""single_strong_many_events_max"":35,""single_strong_non_spike_depth_ratio_max"":15.0,""spike_2cadence_dominant_fraction"":0.5,""spike_2cadence_max_promote_fraction"":0.5,""spike_3cadence_dominant_fraction"":0.7}}"
EPIC_211537297,promote_to_deeper_eval,promote: 7 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=22; spike_fraction_2cadence=0.286,35,16,9,9,8,7,0.7983135201489309,0.6668086398478527,22.0,3.0,4.233494701555429e-05,0.0010376231359444,24.50984846073308,0.2857142857142857,stage_r_manual_calibration_v2,False,"{""counts"":{""n_events_borderline_long_ge10_shape_ge070"":8,""n_events_ge_10_cadences"":9,""n_events_ge_5_cadences"":16,""n_events_long_good"":7,""n_events_shape_ge_071"":9,""n_events_shape_ge_074"":8,""n_events_spike_le_2_cadences"":10,""n_events_spike_le_3_cadences"":18,""n_events_strong_ge5_shape_ge074"":8,""n_events_total"":35,""n_events_with_duration_or_shape"":35},""flags"":{""depth_highly_inconsistent"":true,""has_coherent_long_family"":true,""hold_borderline_long_family_rule_passed"":false,""hold_single_strong_rule_passed"":false,""promote_rule_passed"":true,""single_strong_depth_ok"":false,""single_strong_field_size_ok"":true,""single_strong_hold_allowed"":false,""single_strong_spike_ok"":true,""spike_2cadence_dominant"":false,""spike_3cadence_dominant"":false},""metrics"":{""depth_max"":0.0010376231359444,""depth_min"":4.233494701555429e-05,""depth_ratio"":24.50984846073308,""max_duration_cadences"":22.0,""max_shape_score"":0.7983135201489309,""median_duration_cadences"":3.0,""median_shape_score"":0.6668086398478527,""non_spike_depth_ratio"":16.638714291569958,""spike_fraction_2cadence"":0.2857142857142857,""spike_fraction_3cadence"":0.5142857142857142},""policy_version"":""stage_r_manual_calibration_v2"",""thresholds"":{""borderline_duration_cadences"":10.0,""borderline_shape_score"":0.7,""depth_ratio_inconsistent"":10.0,""hold_duration_cadences"":5.0,""promote_duration_cadences"":10.0,""promote_shape_score"":0.74,""single_strong_depth_ratio_max"":15.0,""single_strong_many_events_max"":35,""single_strong_non_spike_depth_ratio_max"":15.0,""spike_2cadence_dominant_fraction"":0.5,""spike_2cadence_max_promote_fraction"":0.5,""spike_3cadence_dominant_fraction"":0.7}}"
EPIC_211538087,promote_to_deeper_eval,promote: 10 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.206,34,21,14,14,12,10,0.8317946248071857,0.6805667178592745,24.0,8.0,3.2648400800860955e-05,0.0013863424724556,42.462798742015,0.20588235294117646,stage_r_manual_calibration_v2,False,"{""counts"":{""n_events_borderline_long_ge10_shape_ge070"":11,""n_events_ge_10_cadences"":14,""n_events_ge_5_cadences"":21,""n_events_long_good"":10,""n_events_shape_ge_071"":14,""n_events_shape_ge_074"":12,""n_events_spike_le_2_cadences"":7,""n_events_spike_le_3_cadences"":11,""n_events_strong_ge5_shape_ge074"":11,""n_events_total"":34,""n_events_with_duration_or_shape"":34},""flags"":{""depth_highly_inconsistent"":true,""has_coherent_long_family"":true,""hold_borderline_long_family_rule_passed"":false,""hold_single_strong_rule_passed"":false,""promote_rule_passed"":true,""single_strong_depth_ok"":true,""single_strong_field_size_ok"":true,""single_strong_hold_allowed"":false,""single_strong_spike_ok"":true,""spike_2cadence_dominant"":false,""spike_3cadence_dominant"":false},""metrics"":{""depth_max"":0.0013863424724556,""depth_min"":3.2648400800860955e-05,""depth_ratio"":42.462798742015,""max_duration_cadences"":24.0,""max_shape_score"":0.8317946248071857,""median_duration_cadences"":8.0,""median_shape_score"":0.6805667178592745,""non_spike_depth_ratio"":9.601037139082027,""spike_fraction_2cadence"":0.20588235294117646,""spike_fraction_3cadence"":0.3235294117647059},""policy_version"":""stage_r_manual_calibration_v2"",""thresholds"":{""borderline_duration_cadences"":10.0,""borderline_shape_score"":0.7,""depth_ratio_inconsistent"":10.0,""hold_duration_cadences"":5.0,""promote_duration_cadences"":10.0,""promote_shape_score"":0.74,""single_strong_depth_ratio_max"":15.0,""single_strong_many_events_max"":35,""single_strong_non_spike_depth_ratio_max"":15.0,""spike_2cadence_dominant_fraction"":0.5,""spike_2cadence_max_promote_fraction"":0.5,""spike_3cadence_dominant_fraction"":0.7}}"
EPIC_211551640,promote_to_deeper_eval,promote: 13 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.219,32,18,15,19,14,13,0.8242570296708012,0.7243624013539647,24.0,7.5,0.0002007669203301,0.0097270980761705,48.44970506185607,0.21875,stage_r_manual_calibration_v2,False,"{""counts"":{""n_events_borderline_long_ge10_shape_ge070"":14,""n_events_ge_10_cadences"":15,""n_events_ge_5_cadences"":18,""n_events_long_good"":13,""n_events_shape_ge_071"":19,""n_events_shape_ge_074"":14,""n_events_spike_le_2_cadences"":7,""n_events_spike_le_3_cadences"":10,""n_events_strong_ge5_shape_ge074"":14,""n_events_total"":32,""n_events_with_duration_or_shape"":32},""flags"":{""depth_highly_inconsistent"":true,""has_coherent_long_family"":true,""hold_borderline_long_family_rule_passed"":false,""hold_single_strong_rule_passed"":false,""promote_rule_passed"":true,""single_strong_depth_ok"":false,""single_strong_field_size_ok"":true,""single_strong_hold_allowed"":false,""single_strong_spike_ok"":true,""spike_2cadence_dominant"":false,""spike_3cadence_dominant"":false},""metrics"":{""depth_max"":0.0097270980761705,""depth_min"":0.0002007669203301,""depth_ratio"":48.44970506185607,""max_duration_cadences"":24.0,""max_shape_score"":0.8242570296708012,""median_duration_cadences"":7.5,""median_shape_score"":0.7243624013539647,""non_spike_depth_ratio"":48.44970506185607,""spike_fraction_2cadence"":0.21875,""spike_fraction_3cadence"":0.3125},""policy_version"":""stage_r_manual_calibration_v2"",""thresholds"":{""borderline_duration_cadences"":10.0,""borderline_shape_score"":0.7,""depth_ratio_inconsistent"":10.0,""hold_duration_cadences"":5.0,""promote_duration_cadences"":10.0,""promote_shape_score"":0.74,""single_strong_depth_ratio_max"":15.0,""single_strong_many_events_max"":35,""single_strong_non_spike_depth_ratio_max"":15.0,""spike_2cadence_dominant_fraction"":0.5,""spike_2cadence_max_promote_fraction"":0.5,""spike_3cadence_dominant_fraction"":0.7}}"
EPIC_211552564,promote_to_deeper_eval,promote: 5 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.259,27,18,14,9,5,5,0.8044802540322845,0.686258004574238,24.0,10.0,3.293022866046602e-05,0.0008290046293631,25.174578588892437,0.25925925925925924,stage_r_manual_calibration_v2,False,"{""counts"":{""n_events_borderline_long_ge10_shape_ge070"":9,""n_events_ge_10_cadences"":14,""n_events_ge_5_cadences"":18,""n_events_long_good"":5,""n_events_shape_ge_071"":9,""n_events_shape_ge_074"":5,""n_events_spike_le_2_cadences"":7,""n_events_spike_le_3_cadences"":9,""n_events_strong_ge5_shape_ge074"":5,""n_events_total"":27,""n_events_with_duration_or_shape"":27},""flags"":{""depth_highly_inconsistent"":true,""has_coherent_long_family"":true,""hold_borderline_long_family_rule_passed"":false,""hold_single_strong_rule_passed"":false,""promote_rule_passed"":true,""single_strong_depth_ok"":true,""single_strong_field_size_ok"":true,""single_strong_hold_allowed"":false,""single_strong_spike_ok"":true,""spike_2cadence_dominant"":false,""spike_3cadence_dominant"":false},""metrics"":{""depth_max"":0.0008290046293631,""depth_min"":3.293022866046602e-05,""depth_ratio"":25.174578588892437,""max_duration_cadences"":24.0,""max_shape_score"":0.8044802540322845,""median_duration_cadences"":10.0,""median_shape_score"":0.686258004574238,""non_spike_depth_ratio"":6.894559464815288,""spike_fraction_2cadence"":0.25925925925925924,""spike_fraction_3cadence"":0.3333333333333333},""policy_version"":""stage_r_manual_calibration_v2"",""thresholds"":{""borderline_duration_cadences"":10.0,""borderline_shape_score"":0.7,""depth_ratio_inconsistent"":10.0,""hold_duration_cadences"":5.0,""promote_duration_cadences"":10.0,""promote_shape_score"":0.74,""single_strong_depth_ratio_max"":15.0,""single_strong_many_events_max"":35,""single_strong_non_spike_depth_ratio_max"":15.0,""spike_2cadence_dominant_fraction"":0.5,""spike_2cadence_max_promote_fraction"":0.5,""spike_3cadence_dominant_fraction"":0.7}}"
EPIC_211554121,promote_to_deeper_eval,promote: 4 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.250,32,19,13,8,4,4,0.7901124721058373,0.6554414380774585,24.0,6.5,9.54111542521563e-05,0.0012251935911588,12.841198712687312,0.25,stage_r_manual_calibration_v2,False,"{""counts"":{""n_events_borderline_long_ge10_shape_ge070"":7,""n_events_ge_10_cadences"":13,""n_events_ge_5_cadences"":19,""n_events_long_good"":4,""n_events_shape_ge_071"":8,""n_events_shape_ge_074"":4,""n_events_spike_le_2_cadences"":8,""n_events_spike_le_3_cadences"":10,""n_events_strong_ge5_shape_ge074"":4,""n_events_total"":32,""n_events_with_duration_or_shape"":32},""flags"":{""depth_highly_inconsistent"":true,""has_coherent_long_family"":true,""hold_borderline_long_family_rule_passed"":false,""hold_single_strong_rule_passed"":false,""promote_rule_passed"":true,""single_strong_depth_ok"":true,""single_strong_field_size_ok"":true,""single_strong_hold_allowed"":false,""single_strong_spike_ok"":true,""spike_2cadence_dominant"":false,""spike_3cadence_dominant"":false},""metrics"":{""depth_max"":0.0012251935911588,""depth_min"":9.54111542521563e-05,""depth_ratio"":12.841198712687312,""max_duration_cadences"":24.0,""max_shape_score"":0.7901124721058373,""median_duration_cadences"":6.5,""median_shape_score"":0.6554414380774585,""non_spike_depth_ratio"":10.391795107758284,""spike_fraction_2cadence"":0.25,""spike_fraction_3cadence"":0.3125},""policy_version"":""stage_r_manual_calibration_v2"",""thresholds"":{""borderline_duration_cadences"":10.0,""borderline_shape_score"":0.7,""depth_ratio_inconsistent"":10.0,""hold_duration_cadences"":5.0,""promote_duration_cadences"":10.0,""promote_shape_score"":0.74,""single_strong_depth_ratio_max"":15.0,""single_strong_many_events_max"":35,""single_strong_non_spike_depth_ratio_max"":15.0,""spike_2cadence_dominant_fraction"":0.5,""spike_2cadence_max_promote_fraction"":0.5,""spike_3cadence_dominant_fraction"":0.7}}"
EPIC_211555255,promote_to_deeper_eval,promote: 4 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.079,38,28,23,12,7,4,0.833757393976066,0.6864957343368672,24.0,13.0,0.0001120585036407,0.0022277007539865,19.879801011169242,0.07894736842105263,stage_r_manual_calibration_v2,False,"{""counts"":{""n_events_borderline_long_ge10_shape_ge070"":9,""n_events_ge_10_cadences"":23,""n_events_ge_5_cadences"":28,""n_events_long_good"":4,""n_events_shape_ge_071"":12,""n_events_shape_ge_074"":7,""n_events_spike_le_2_cadences"":3,""n_events_spike_le_3_cadences"":8,""n_events_strong_ge5_shape_ge074"":6,""n_events_total"":38,""n_events_with_duration_or_shape"":38},""flags"":{""depth_highly_inconsistent"":true,""has_coherent_long_family"":true,""hold_borderline_long_family_rule_passed"":false,""hold_single_strong_rule_passed"":false,""promote_rule_passed"":true,""single_strong_depth_ok"":true,""single_strong_field_size_ok"":true,""single_strong_hold_allowed"":false,""single_strong_spike_ok"":true,""spike_2cadence_dominant"":false,""spike_3cadence_dominant"":false},""metrics"":{""depth_max"":0.0022277007539865,""depth_min"":0.0001120585036407,""depth_ratio"":19.879801011169242,""max_duration_cadences"":24.0,""max_shape_score"":0.833757393976066,""median_duration_cadences"":13.0,""median_shape_score"":0.6864957343368672,""non_spike_depth_ratio"":8.977442904760936,""spike_fraction_2cadence"":0.07894736842105263,""spike_fraction_3cadence"":0.21052631578947367},""policy_version"":""stage_r_manual_calibration_v2"",""thresholds"":{""borderline_duration_cadences"":10.0,""borderline_shape_score"":0.7,""depth_ratio_inconsistent"":10.0,""hold_duration_cadences"":5.0,""promote_duration_cadences"":10.0,""promote_shape_score"":0.74,""single_strong_depth_ratio_max"":15.0,""single_strong_many_events_max"":35,""single_strong_non_spike_depth_ratio_max"":15.0,""spike_2cadence_dominant_fraction"":0.5,""spike_2cadence_max_promote_fraction"":0.5,""spike_3cadence_dominant_fraction"":0.7}}"
EPIC_211562803,promote_to_deeper_eval,promote: 8 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.129,31,25,17,11,8,8,0.9156760507366252,0.6909063417423013,24.0,11.0,5.327648040076571e-05,0.0014437698298261,27.09957224962161,0.12903225806451613,stage_r_manual_calibration_v2,False,"{""counts"":{""n_events_borderline_long_ge10_shape_ge070"":12,""n_events_ge_10_cadences"":17,""n_events_ge_5_cadences"":25,""n_events_long_good"":8,""n_events_shape_ge_071"":11,""n_events_shape_ge_074"":8,""n_events_spike_le_2_cadences"":4,""n_events_spike_le_3_cadences"":5,""n_events_strong_ge5_shape_ge074"":8,""n_events_total"":31,""n_events_with_duration_or_shape"":31},""flags"":{""depth_highly_inconsistent"":true,""has_coherent_long_family"":true,""hold_borderline_long_family_rule_passed"":false,""hold_single_strong_rule_passed"":false,""promote_rule_passed"":true,""single_strong_depth_ok"":true,""single_strong_field_size_ok"":true,""single_strong_hold_allowed"":false,""single_strong_spike_ok"":true,""spike_2cadence_dominant"":false,""spike_3cadence_dominant"":false},""metrics"":{""depth_max"":0.0014437698298261,""depth_min"":5.327648040076571e-05,""depth_ratio"":27.09957224962161,""max_duration_cadences"":24.0,""max_shape_score"":0.9156760507366252,""median_duration_cadences"":11.0,""median_shape_score"":0.6909063417423013,""non_spike_depth_ratio"":8.842098221396308,""spike_fraction_2cadence"":0.12903225806451613,""spike_fraction_3cadence"":0.16129032258064516},""policy_version"":""stage_r_manual_calibration_v2"",""thresholds"":{""borderline_duration_cadences"":10.0,""borderline_shape_score"":0.7,""depth_ratio_inconsistent"":10.0,""hold_duration_cadences"":5.0,""promote_duration_cadences"":10.0,""promote_shape_score"":0.74,""single_strong_depth_ratio_max"":15.0,""single_strong_many_events_max"":35,""single_strong_non_spike_depth_ratio_max"":15.0,""spike_2cadence_dominant_fraction"":0.5,""spike_2cadence_max_promote_fraction"":0.5,""spike_3cadence_dominant_fraction"":0.7}}"
EPIC_211563576,promote_to_deeper_eval,promote: 9 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.303,33,20,15,11,9,9,0.9141253582306036,0.6715878355867339,24.0,8.0,2.973690391094852e-05,0.0011658478006525,39.20541977550187,0.30303030303030304,stage_r_manual_calibration_v2,False,"{""counts"":{""n_events_borderline_long_ge10_shape_ge070"":13,""n_events_ge_10_cadences"":15,""n_events_ge_5_cadences"":20,""n_events_long_good"":9,""n_events_shape_ge_071"":11,""n_events_shape_ge_074"":9,""n_events_spike_le_2_cadences"":10,""n_events_spike_le_3_cadences"":13,""n_events_strong_ge5_shape_ge074"":9,""n_events_total"":33,""n_events_with_duration_or_shape"":33},""flags"":{""depth_highly_inconsistent"":true,""has_coherent_long_family"":true,""hold_borderline_long_family_rule_passed"":false,""hold_single_strong_rule_passed"":false,""promote_rule_passed"":true,""single_strong_depth_ok"":false,""single_strong_field_size_ok"":true,""single_strong_hold_allowed"":false,""single_strong_spike_ok"":true,""spike_2cadence_dominant"":false,""spike_3cadence_dominant"":false},""metrics"":{""depth_max"":0.0011658478006525,""depth_min"":2.973690391094852e-05,""depth_ratio"":39.20541977550187,""max_duration_cadences"":24.0,""max_shape_score"":0.9141253582306036,""median_duration_cadences"":8.0,""median_shape_score"":0.6715878355867339,""non_spike_depth_ratio"":24.513459863752384,""spike_fraction_2cadence"":0.30303030303030304,""spike_fraction_3cadence"":0.3939393939393939},""policy_version"":""stage_r_manual_calibration_v2"",""thresholds"":{""borderline_duration_cadences"":10.0,""borderline_shape_score"":0.7,""depth_ratio_inconsistent"":10.0,""hold_duration_cadences"":5.0,""promote_duration_cadences"":10.0,""promote_shape_score"":0.74,""single_strong_depth_ratio_max"":15.0,""single_strong_many_events_max"":35,""single_strong_non_spike_depth_ratio_max"":15.0,""spike_2cadence_dominant_fraction"":0.5,""spike_2cadence_max_promote_fraction"":0.5,""spike_3cadence_dominant_fraction"":0.7}}"
EPIC_211569204,promote_to_deeper_eval,promote: 12 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.080,25,22,17,17,13,12,0.8369947403705666,0.7426585418861182,24.0,15.0,3.4722949904697487e-05,0.0018117203671763,52.17645309942983,0.08,stage_r_manual_calibration_v2,False,"{""counts"":{""n_events_borderline_long_ge10_shape_ge070"":15,""n_events_ge_10_cadences"":17,""n_events_ge_5_cadences"":22,""n_events_long_good"":12,""n_events_shape_ge_071"":17,""n_events_shape_ge_074"":13,""n_events_spike_le_2_cadences"":2,""n_events_spike_le_3_cadences"":3,""n_events_strong_ge5_shape_ge074"":13,""n_events_total"":25,""n_events_with_duration_or_shape"":25},""flags"":{""depth_highly_inconsistent"":true,""has_coherent_long_family"":true,""hold_borderline_long_family_rule_passed"":false,""hold_single_strong_rule_passed"":false,""promote_rule_passed"":true,""single_strong_depth_ok"":true,""single_strong_field_size_ok"":true,""single_strong_hold_allowed"":false,""single_strong_spike_ok"":true,""spike_2cadence_dominant"":false,""spike_3cadence_dominant"":false},""metrics"":{""depth_max"":0.0018117203671763,""depth_min"":3.4722949904697487e-05,""depth_ratio"":52.17645309942983,""max_duration_cadences"":24.0,""max_shape_score"":0.8369947403705666,""median_duration_cadences"":15.0,""median_shape_score"":0.7426585418861182,""non_spike_depth_ratio"":9.862015579513795,""spike_fraction_2cadence"":0.08,""spike_fraction_3cadence"":0.12},""policy_version"":""stage_r_manual_calibration_v2"",""thresholds"":{""borderline_duration_cadences"":10.0,""borderline_shape_score"":0.7,""depth_ratio_inconsistent"":10.0,""hold_duration_cadences"":5.0,""promote_duration_cadences"":10.0,""promote_shape_score"":0.74,""single_strong_depth_ratio_max"":15.0,""single_strong_many_events_max"":35,""single_strong_non_spike_depth_ratio_max"":15.0,""spike_2cadence_dominant_fraction"":0.5,""spike_2cadence_max_promote_fraction"":0.5,""spike_3cadence_dominant_fraction"":0.7}}"
EPIC_211577424,reject_as_noise_or_artifact,reject: dominated by 2-3 cadence spike events; no coherent long-duration event family (1 events meet duration>=10 and shape>=0.70); depth/duration are highly inconsistent (depth_ratio=17.2); n_events_total=19,19,4,2,4,0,0,0.7227291502823152,0.6340107513342755,15.0,3.0,0.0001098079294017,0.0018860042029458,17.1754828018513,0.2631578947368421,stage_r_manual_calibration_v2,False,"{""counts"":{""n_events_borderline_long_ge10_shape_ge070"":1,""n_events_ge_10_cadences"":2,""n_events_ge_5_cadences"":4,""n_events_long_good"":0,""n_events_shape_ge_071"":4,""n_events_shape_ge_074"":0,""n_events_spike_le_2_cadences"":5,""n_events_spike_le_3_cadences"":14,""n_events_strong_ge5_shape_ge074"":0,""n_events_total"":19,""n_events_with_duration_or_shape"":19},""flags"":{""depth_highly_inconsistent"":true,""has_coherent_long_family"":false,""hold_borderline_long_family_rule_passed"":false,""hold_single_strong_rule_passed"":false,""promote_rule_passed"":false,""single_strong_depth_ok"":true,""single_strong_field_size_ok"":true,""single_strong_hold_allowed"":false,""single_strong_spike_ok"":true,""spike_2cadence_dominant"":false,""spike_3cadence_dominant"":true},""metrics"":{""depth_max"":0.0018860042029458,""depth_min"":0.0001098079294017,""depth_ratio"":17.1754828018513,""max_duration_cadences"":15.0,""max_shape_score"":0.7227291502823152,""median_duration_cadences"":3.0,""median_shape_score"":0.6340107513342755,""non_spike_depth_ratio"":6.8903715888078665,""spike_fraction_2cadence"":0.2631578947368421,""spike_fraction_3cadence"":0.7368421052631579},""policy_version"":""stage_r_manual_calibration_v2"",""thresholds"":{""borderline_duration_cadences"":10.0,""borderline_shape_score"":0.7,""depth_ratio_inconsistent"":10.0,""hold_duration_cadences"":5.0,""promote_duration_cadences"":10.0,""promote_shape_score"":0.74,""single_strong_depth_ratio_max"":15.0,""single_strong_many_events_max"":35,""single_strong_non_spike_depth_ratio_max"":15.0,""spike_2cadence_dominant_fraction"":0.5,""spike_2cadence_max_promote_fraction"":0.5,""spike_3cadence_dominant_fraction"":0.7}}"
EPIC_211582554,promote_to_deeper_eval,promote: 3 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.179,39,18,11,6,4,3,0.8190931492657885,0.6387638786965929,24.0,4.0,3.443357923482715e-05,0.0007486334909647,21.741378840091933,0.1794871794871795,stage_r_manual_calibration_v2,False,"{""counts"":{""n_events_borderline_long_ge10_shape_ge070"":7,""n_events_ge_10_cadences"":11,""n_events_ge_5_cadences"":18,""n_events_long_good"":3,""n_events_shape_ge_071"":6,""n_events_shape_ge_074"":4,""n_events_spike_le_2_cadences"":7,""n_events_spike_le_3_cadences"":14,""n_events_strong_ge5_shape_ge074"":4,""n_events_total"":39,""n_events_with_duration_or_shape"":39},""flags"":{""depth_highly_inconsistent"":true,""has_coherent_long_family"":true,""hold_borderline_long_family_rule_passed"":false,""hold_single_strong_rule_passed"":false,""promote_rule_passed"":true,""single_strong_depth_ok"":true,""single_strong_field_size_ok"":true,""single_strong_hold_allowed"":false,""single_strong_spike_ok"":true,""spike_2cadence_dominant"":false,""spike_3cadence_dominant"":false},""metrics"":{""depth_max"":0.0007486334909647,""depth_min"":3.443357923482715e-05,""depth_ratio"":21.741378840091933,""max_duration_cadences"":24.0,""max_shape_score"":0.8190931492657885,""median_duration_cadences"":4.0,""median_shape_score"":0.6387638786965929,""non_spike_depth_ratio"":11.819894509045932,""spike_fraction_2cadence"":0.1794871794871795,""spike_fraction_3cadence"":0.358974358974359},""policy_version"":""stage_r_manual_calibration_v2"",""thresholds"":{""borderline_duration_cadences"":10.0,""borderline_shape_score"":0.7,""depth_ratio_inconsistent"":10.0,""hold_duration_cadences"":5.0,""promote_duration_cadences"":10.0,""promote_shape_score"":0.74,""single_strong_depth_ratio_max"":15.0,""single_strong_many_events_max"":35,""single_strong_non_spike_depth_ratio_max"":15.0,""spike_2cadence_dominant_fraction"":0.5,""spike_2cadence_max_promote_fraction"":0.5,""spike_3cadence_dominant_fraction"":0.7}}"
EPIC_211598703,promote_to_deeper_eval,promote: 13 events have duration_cadences>=10 and shape_score>=0.74; max_duration_cadences=24; spike_fraction_2cadence=0.300,30,19,17,15,14,13,0.8241932430833396,0.7131239409005661,24.0,13.0,3.3630717366506246e-05,0.0016112238959627,47.90929311449544,0.3,stage_r_manual_calibration_v2,False,"{""counts"":{""n_events_borderline_long_ge10_shape_ge070"":14,""n_events_ge_10_cadences"":17,""n_events_ge_5_cadences"":19,""n_events_long_good"":13,""n_events_shape_ge_071"":15,""n_events_shape_ge_074"":14,""n_events_spike_le_2_cadences"":9,""n_events_spike_le_3_cadences"":9,""n_events_strong_ge5_shape_ge074"":14,""n_events_total"":30,""n_events_with_duration_or_shape"":30},""flags"":{""depth_highly_inconsistent"":true,""has_coherent_long_family"":true,""hold_borderline_long_family_rule_passed"":false,""hold_single_strong_rule_passed"":false,""promote_rule_passed"":true,""single_strong_depth_ok"":true,""single_strong_field_size_ok"":true,""single_strong_hold_allowed"":false,""single_strong_spike_ok"":true,""spike_2cadence_dominant"":false,""spike_3cadence_dominant"":false},""metrics"":{""depth_max"":0.0016112238959627,""depth_min"":3.3630717366506246e-05,""depth_ratio"":47.90929311449544,""max_duration_cadences"":24.0,""max_shape_score"":0.8241932430833396,""median_duration_cadences"":13.0,""median_shape_score"":0.7131239409005661,""non_spike_depth_ratio"":7.265476677769739,""spike_fraction_2cadence"":0.3,""spike_fraction_3cadence"":0.3},""policy_version"":""stage_r_manual_calibration_v2"",""thresholds"":{""borderline_duration_cadences"":10.0,""borderline_shape_score"":0.7,""depth_ratio_inconsistent"":10.0,""hold_duration_cadences"":5.0,""promote_duration_cadences"":10.0,""promote_shape_score"":0.74,""single_strong_depth_ratio_max"":15.0,""single_strong_many_events_max"":35,""single_strong_non_spike_depth_ratio_max"":15.0,""spike_2cadence_dominant_fraction"":0.5,""spike_2cadence_max_promote_fraction"":0.5,""spike_3cadence_dominant_fraction"":0.7}}"
