queue_rank,epic_id,autovet_label,autovet_confidence,recommended_next_action,explanation_short,triggered_rules,key_metrics_used,autovet_rank_score,review_priority_score,flux_p_science_like,flux_p_top3_mean,flux_p_top10_mean,flux_num_segments,triage_score_global,triage_step_score,triage_whiteness_score,best_shape_score,best_depth_snr,n_events,n_periods_proposed,n_periods_validated,best_period_days,period_support_count,event_family_count,primary_depth,radius_ratio_sqrt_depth,primary_depth_snr,transit_duration_hours,odd_even_depth_ratio,odd_even_depth_delta_explicit,secondary_to_primary_depth_ratio,secondary_depth_snr,oot_variability_to_depth,alias_best_support_ratio,spike_fraction_2cadence,pilot_noise_like_flag,obvious_low_signal_flag,funnel_bucket,prefilter_rank,prefilter_rank_score,recommended_prefilter_action,prefilter_reason,manual_vetted,review_level,master_label,master_reason,master_next_action,decision_authority,cnn_score,morphology_positive,queue_goal,queue_policy,cnn_score_name,cnn_role,cnn_policy_version
14,EPIC_211569404,auto_hold_needs_review,0.58,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,"Some signal evidence exists, but there is no reliable saved period support.",no_reliable_period_support; possible_signal_requires_period_search,flux_p_science_like=0.7795; triage_score_global=-0.6661; triage_step_score=0.01478; triage_whiteness_score=0.9997; best_shape_score=0.8491; best_depth_snr=39.82; n_events=32; n_periods_validated=0; best_period_days=NA; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,0.7178692121995927,0.7178692121995927,0.7794937491416931,0.7343363165855408,0.6929801881313324,427,-0.6661140351047777,0.0147760620791724,0.9996684210628666,0.8491258290114155,39.81908078128474,32.0,0.0,0.0,,0.0,32.0,,,39.81908078128474,,,,,,,,,False,False,needs_period_search,7,0.675696,run_period_search_before_stage_i_plot_generation,no_saved_period_support; external_score_support,False,auto_only,auto_hold_needs_review,original AutoVet evidence had missing/weak saved period support,run_period_search_before_label_update,internal_autovet,0.7794937491416931,true,manual_vetted_count_36_to_100,existing_stage_i_review_queue_order_excluding_already_manual_vetted,transit_morphology_score,morphology_scorer_only,frozen_batch3_transit_morphology_policy_2026-05-15
15,EPIC_211529191,auto_hold_needs_review,0.58,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,"Some signal evidence exists, but there is no reliable saved period support.",no_reliable_period_support; possible_signal_requires_period_search,flux_p_science_like=0.9225; triage_score_global=-0.665; triage_step_score=0.0138; triage_whiteness_score=0.999; best_shape_score=0.7672; best_depth_snr=24.65; n_events=21; n_periods_validated=0; best_period_days=NA; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,0.7175680811003716,0.7175680811003716,0.9225077033042908,0.901947299639384,0.8482999503612518,427,-0.6650239861345758,0.0138032843508406,0.9990143916807456,0.7672295906687262,24.650137063087723,21.0,0.0,0.0,,0.0,21.0,,,24.650137063087723,,,,,,,,,False,False,needs_period_search,169,0.568038,run_period_search_before_stage_i_plot_generation,no_saved_period_support; external_score_support,False,auto_only,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",run_period_search_or_stage_i_plot_generation_before_candidate_promotion,internal_autovet,0.9225077033042908,true,manual_vetted_count_36_to_100,existing_stage_i_review_queue_order_excluding_already_manual_vetted,transit_morphology_score,morphology_scorer_only,frozen_batch3_transit_morphology_policy_2026-05-15
16,EPIC_211911273,auto_hold_needs_review,0.58,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,"Some signal evidence exists, but there is no reliable saved period support.",no_reliable_period_support; possible_signal_requires_period_search,flux_p_science_like=0.7801; triage_score_global=-0.6645; triage_step_score=0.02871; triage_whiteness_score=0.9987; best_shape_score=0.8526; best_depth_snr=525.1; n_events=23; n_periods_validated=0; best_period_days=NA; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,0.7138696248348871,0.7138696248348871,0.7800821661949158,0.7009883522987366,0.6036086559295655,13,-0.6644596929454399,0.0287128366309323,0.998675815767264,0.8526176379578587,525.128918818695,23.0,0.0,0.0,,0.0,23.0,,,525.128918818695,,,,,,,,,False,False,needs_period_search,83,0.612613,run_period_search_before_stage_i_plot_generation,no_saved_period_support,False,auto_only,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",run_period_search_or_stage_i_plot_generation_before_candidate_promotion,internal_autovet,0.7800821661949158,true,manual_vetted_count_36_to_100,existing_stage_i_review_queue_order_excluding_already_manual_vetted,transit_morphology_score,morphology_scorer_only,frozen_batch3_transit_morphology_policy_2026-05-15
17,EPIC_211915147,auto_hold_needs_review,0.58,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,"Some signal evidence exists, but there is no reliable saved period support.",no_reliable_period_support; possible_signal_requires_period_search,flux_p_science_like=0.9501; triage_score_global=-0.5043; triage_step_score=0.05708; triage_whiteness_score=0.9026; best_shape_score=0.7878; best_depth_snr=13.22; n_events=34; n_periods_validated=0; best_period_days=NA; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,0.7097258685550368,0.7097258685550368,0.9500885009765624,0.9305177927017212,0.9000193417072296,13,-0.5042744425482909,0.0570790604524846,0.9025646655289744,0.7877747294327894,13.22431018446672,34.0,0.0,0.0,,0.0,34.0,,,13.22431018446672,,,,,,,,,False,False,needs_period_search,503,0.378241,run_period_search_before_stage_i_plot_generation,no_saved_period_support,False,auto_only,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",run_period_search_or_stage_i_plot_generation_before_candidate_promotion,internal_autovet,0.9500885009765625,true,manual_vetted_count_36_to_100,existing_stage_i_review_queue_order_excluding_already_manual_vetted,transit_morphology_score,morphology_scorer_only,frozen_batch3_transit_morphology_policy_2026-05-15
18,EPIC_211935518,auto_hold_needs_review,0.58,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,"Some signal evidence exists, but there is no reliable saved period support.",no_reliable_period_support; possible_signal_requires_period_search,flux_p_science_like=0.7694; triage_score_global=-0.6646; triage_step_score=0.02523; triage_whiteness_score=0.9988; best_shape_score=0.8949; best_depth_snr=227.3; n_events=20; n_periods_validated=0; best_period_days=NA; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,0.7088252822579701,0.7088252822579701,0.7694324254989624,0.7149295409520467,0.6512142658233643,13,-0.6646194807603423,0.0252338732115814,0.9987716884562052,0.8949266758092306,227.3101472913956,20.0,0.0,0.0,,0.0,20.0,,,227.3101472913956,,,,,,,,,False,False,needs_period_search,123,0.592859,run_period_search_before_stage_i_plot_generation,no_saved_period_support,False,auto_only,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",run_period_search_or_stage_i_plot_generation_before_candidate_promotion,internal_autovet,0.7694324254989624,true,manual_vetted_count_36_to_100,existing_stage_i_review_queue_order_excluding_already_manual_vetted,transit_morphology_score,morphology_scorer_only,frozen_batch3_transit_morphology_policy_2026-05-15
19,EPIC_211975006,auto_hold_needs_review,0.58,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,"Some signal evidence exists, but there is no reliable saved period support.",no_reliable_period_support; possible_signal_requires_period_search,flux_p_science_like=0.7611; triage_score_global=-0.6641; triage_step_score=0.03313; triage_whiteness_score=0.9985; best_shape_score=0.9221; best_depth_snr=786.3; n_events=27; n_periods_validated=0; best_period_days=NA; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,0.7087647507700603,0.7087647507700603,0.7611322402954102,0.7322997649510702,0.7031499803066253,427,-0.6641350267566536,0.0331250300619673,0.998481016053992,0.922143956205158,786.2540025803444,27.0,0.0,0.0,,0.0,27.0,,,786.2540025803444,,,,,,,,,False,False,needs_period_search,46,0.635527,run_period_search_before_stage_i_plot_generation,no_saved_period_support,False,auto_only,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",run_period_search_or_stage_i_plot_generation_before_candidate_promotion,internal_autovet,0.7611322402954102,true,manual_vetted_count_36_to_100,existing_stage_i_review_queue_order_excluding_already_manual_vetted,transit_morphology_score,morphology_scorer_only,frozen_batch3_transit_morphology_policy_2026-05-15
20,EPIC_211979334,auto_hold_needs_review,0.58,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,"Some signal evidence exists, but there is no reliable saved period support.",no_reliable_period_support; possible_signal_requires_period_search,flux_p_science_like=0.7664; triage_score_global=-0.6661; triage_step_score=0.01763; triage_whiteness_score=0.9997; best_shape_score=0.8312; best_depth_snr=142.1; n_events=19; n_periods_validated=0; best_period_days=NA; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,0.7087461914835611,0.7087461914835611,0.7664146423339844,0.7589468757311503,0.7203391492366791,427,-0.6661114540676396,0.0176319093412514,0.9996668724405836,0.8312214172248124,142.09708617751724,19.0,0.0,0.0,,0.0,19.0,,,142.09708617751724,,,,,,,,,False,False,needs_period_search,91,0.607516,run_period_search_before_stage_i_plot_generation,no_saved_period_support,False,auto_only,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",run_period_search_or_stage_i_plot_generation_before_candidate_promotion,internal_autovet,0.7664146423339844,true,manual_vetted_count_36_to_100,existing_stage_i_review_queue_order_excluding_already_manual_vetted,transit_morphology_score,morphology_scorer_only,frozen_batch3_transit_morphology_policy_2026-05-15
21,EPIC_211497712,auto_hold_needs_review,0.58,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,"Some signal evidence exists, but there is no reliable saved period support.",no_reliable_period_support; possible_signal_requires_period_search,flux_p_science_like=0.9771; triage_score_global=-0.6451; triage_step_score=0.09983; triage_whiteness_score=0.9871; best_shape_score=0.8042; best_depth_snr=4.39; n_events=58; n_periods_validated=0; best_period_days=NA; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,0.7074218271382361,0.7074218271382361,0.9770597219467164,0.9738916754722596,0.95412575006485,13,-0.6450889237541434,0.0998346987155897,0.987053354252486,0.8041572747336994,4.390235695308835,58.0,0.0,0.0,,0.0,58.0,,,4.390235695308835,,,,,,,,,False,False,needs_period_search,327,0.478503,run_period_search_before_stage_i_plot_generation,no_saved_period_support; external_score_support,False,auto_only,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",run_period_search_or_stage_i_plot_generation_before_candidate_promotion,internal_autovet,0.9770597219467163,true,manual_vetted_count_36_to_100,existing_stage_i_review_queue_order_excluding_already_manual_vetted,transit_morphology_score,morphology_scorer_only,frozen_batch3_transit_morphology_policy_2026-05-15
22,EPIC_211770390,auto_hold_needs_review,0.58,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,"Some signal evidence exists, but there is no reliable saved period support.",no_reliable_period_support; possible_signal_requires_period_search,flux_p_science_like=0.9355; triage_score_global=-0.6646; triage_step_score=0.007684; triage_whiteness_score=0.9988; best_shape_score=0.7485; best_depth_snr=27.26; n_events=20; n_periods_validated=0; best_period_days=NA; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,0.7068106667286348,0.7068106667286348,0.9355155825614928,0.917708178361257,0.8778470993041992,13,-0.6646226307447242,0.0076843148231477,0.9987735784468345,0.7485008248151639,27.259100243998947,20.0,0.0,0.0,,0.0,20.0,,,27.259100243998947,,,,,,,,,False,False,needs_period_search,341,0.464632,run_period_search_before_stage_i_plot_generation,no_saved_period_support,False,auto_only,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",run_period_search_or_stage_i_plot_generation_before_candidate_promotion,internal_autovet,0.9355155825614929,true,manual_vetted_count_36_to_100,existing_stage_i_review_queue_order_excluding_already_manual_vetted,transit_morphology_score,morphology_scorer_only,frozen_batch3_transit_morphology_policy_2026-05-15
23,EPIC_211910237,auto_hold_needs_review,0.58,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,"Some signal evidence exists, but there is no reliable saved period support.",no_reliable_period_support; possible_signal_requires_period_search,flux_p_science_like=0.7691; triage_score_global=-0.6574; triage_step_score=0.05545; triage_whiteness_score=0.9944; best_shape_score=0.8642; best_depth_snr=53.82; n_events=34; n_periods_validated=0; best_period_days=NA; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,0.7065263882472356,0.7065263882472356,0.7690675854682922,0.6762658556302389,0.5484306216239929,13,-0.6574051574613518,0.0554478932009109,0.994443094476811,0.8642359009570393,53.82043785318163,34.0,0.0,0.0,,0.0,34.0,,,53.82043785318163,,,,,,,,,False,False,needs_period_search,184,0.560291,run_period_search_before_stage_i_plot_generation,no_saved_period_support,False,auto_only,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",run_period_search_or_stage_i_plot_generation_before_candidate_promotion,internal_autovet,0.7690675854682922,true,manual_vetted_count_36_to_100,existing_stage_i_review_queue_order_excluding_already_manual_vetted,transit_morphology_score,morphology_scorer_only,frozen_batch3_transit_morphology_policy_2026-05-15
24,EPIC_211356395,auto_hold_needs_review,0.58,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,"Some signal evidence exists, but there is no reliable saved period support.",no_reliable_period_support; possible_signal_requires_period_search,flux_p_science_like=0.9073; triage_score_global=-0.6656; triage_step_score=0.01537; triage_whiteness_score=0.9993; best_shape_score=0.8005; best_depth_snr=10.48; n_events=27; n_periods_validated=0; best_period_days=NA; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,0.704932427770459,0.704932427770459,0.9072693586349488,0.8603942592938741,0.7488120377063752,13,-0.6655597658556702,0.0153732507873109,0.999335859513402,0.8005462237381248,10.47721338776561,27.0,0.0,0.0,,0.0,27.0,,,10.47721338776561,,,,,,,,,False,False,needs_period_search,282,0.509931,run_period_search_before_stage_i_plot_generation,no_saved_period_support; external_score_support,False,auto_only,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",run_period_search_or_stage_i_plot_generation_before_candidate_promotion,internal_autovet,0.9072693586349487,true,manual_vetted_count_36_to_100,existing_stage_i_review_queue_order_excluding_already_manual_vetted,transit_morphology_score,morphology_scorer_only,frozen_batch3_transit_morphology_policy_2026-05-15
25,EPIC_211844348,auto_hold_needs_review,0.58,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,"Some signal evidence exists, but there is no reliable saved period support.",no_reliable_period_support; possible_signal_requires_period_search,flux_p_science_like=0.8063; triage_score_global=-0.666; triage_step_score=0.01697; triage_whiteness_score=0.9996; best_shape_score=0.8035; best_depth_snr=59.02; n_events=22; n_periods_validated=0; best_period_days=NA; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,0.7033915052580265,0.7033915052580265,0.8062503337860107,0.7611482342084249,0.6365337610244751,13,-0.6659930485376044,0.0169677830392703,0.9995958291225626,0.8034542584993157,59.02308109998477,22.0,0.0,0.0,,0.0,22.0,,,59.02308109998477,,,,,,,,,False,False,needs_period_search,188,0.55697,run_period_search_before_stage_i_plot_generation,no_saved_period_support,False,auto_only,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",run_period_search_or_stage_i_plot_generation_before_candidate_promotion,internal_autovet,0.8062503337860107,true,manual_vetted_count_36_to_100,existing_stage_i_review_queue_order_excluding_already_manual_vetted,transit_morphology_score,morphology_scorer_only,frozen_batch3_transit_morphology_policy_2026-05-15
26,EPIC_211432321,auto_hold_needs_review,0.58,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,"Some signal evidence exists, but there is no reliable saved period support.",no_reliable_period_support; possible_signal_requires_period_search,flux_p_science_like=0.7472; triage_score_global=-0.666; triage_step_score=0.01895; triage_whiteness_score=0.9996; best_shape_score=0.8438; best_depth_snr=49.42; n_events=25; n_periods_validated=0; best_period_days=NA; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,0.7025625330328623,0.7025625330328623,0.7472430467605591,0.7113798062006632,0.6217235028743744,13,-0.6660006588924674,0.0189453492819511,0.9996003953354804,0.8438083829071373,49.4157517642225,25.0,0.0,0.0,,0.0,25.0,,,49.4157517642225,,,,,,,,,False,False,needs_period_search,75,0.615412,run_period_search_before_stage_i_plot_generation,no_saved_period_support,False,auto_only,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",run_period_search_or_stage_i_plot_generation_before_candidate_promotion,internal_autovet,0.7472430467605591,true,manual_vetted_count_36_to_100,existing_stage_i_review_queue_order_excluding_already_manual_vetted,transit_morphology_score,morphology_scorer_only,frozen_batch3_transit_morphology_policy_2026-05-15
27,EPIC_211592766,auto_hold_needs_review,0.58,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,"Some signal evidence exists, but there is no reliable saved period support.",no_reliable_period_support; possible_signal_requires_period_search,flux_p_science_like=0.7662; triage_score_global=-0.6641; triage_step_score=0.03001; triage_whiteness_score=0.9985; best_shape_score=0.8668; best_depth_snr=34.94; n_events=24; n_periods_validated=0; best_period_days=NA; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,0.7024968892092387,0.7024968892092387,0.7661640644073486,0.6284609039624532,0.3991472095251083,13,-0.6640884905040055,0.0300052464857771,0.9984530943024033,0.8668297382235659,34.93801838030294,24.0,0.0,0.0,,0.0,24.0,,,34.93801838030294,,,,,,,,,False,False,needs_period_search,272,0.515092,run_period_search_before_stage_i_plot_generation,no_saved_period_support,False,auto_only,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",run_period_search_or_stage_i_plot_generation_before_candidate_promotion,internal_autovet,0.7661640644073486,true,manual_vetted_count_36_to_100,existing_stage_i_review_queue_order_excluding_already_manual_vetted,transit_morphology_score,morphology_scorer_only,frozen_batch3_transit_morphology_policy_2026-05-15
28,EPIC_211371463,auto_hold_needs_review,0.58,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,"Some signal evidence exists, but there is no reliable saved period support.",no_reliable_period_support; possible_signal_requires_period_search,flux_p_science_like=0.9274; triage_score_global=-0.6517; triage_step_score=0.02371; triage_whiteness_score=0.991; best_shape_score=0.7208; best_depth_snr=89.46; n_events=22; n_periods_validated=0; best_period_days=NA; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,0.7008926721389137,0.7008926721389137,0.9274136424064636,0.9080195228258768,0.8556100785732269,13,-0.6517151945030114,0.0237121459235163,0.9910291167018068,0.7208409399388637,89.46492459553606,22.0,0.0,0.0,,0.0,22.0,,,89.46492459553606,,,,,,,,,False,False,needs_period_search,65,0.6269,run_period_search_before_stage_i_plot_generation,no_saved_period_support; external_score_support,False,auto_only,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",run_period_search_or_stage_i_plot_generation_before_candidate_promotion,internal_autovet,0.9274136424064636,true,manual_vetted_count_36_to_100,existing_stage_i_review_queue_order_excluding_already_manual_vetted,transit_morphology_score,morphology_scorer_only,frozen_batch3_transit_morphology_policy_2026-05-15
29,EPIC_211939206,auto_hold_needs_review,0.58,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,"Some signal evidence exists, but there is no reliable saved period support.",no_reliable_period_support; possible_signal_requires_period_search,flux_p_science_like=0.7357; triage_score_global=-0.6651; triage_step_score=0.02151; triage_whiteness_score=0.9991; best_shape_score=0.8696; best_depth_snr=97.81; n_events=29; n_periods_validated=0; best_period_days=NA; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,0.6997606311531702,0.6997606311531702,0.7356958985328674,0.6891074577967325,0.5635661065578461,13,-0.6651055834925609,0.0215105411014772,0.9990633500955364,0.8696321838011905,97.80512069200432,29.0,0.0,0.0,,0.0,29.0,,,97.80512069200432,,,,,,,,,False,False,needs_period_search,49,0.634006,run_period_search_before_stage_i_plot_generation,no_saved_period_support,False,auto_only,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",run_period_search_or_stage_i_plot_generation_before_candidate_promotion,internal_autovet,0.7356958985328674,true,manual_vetted_count_36_to_100,existing_stage_i_review_queue_order_excluding_already_manual_vetted,transit_morphology_score,morphology_scorer_only,frozen_batch3_transit_morphology_policy_2026-05-15
30,EPIC_211781094,auto_hold_needs_review,0.58,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,"Some signal evidence exists, but there is no reliable saved period support.",no_reliable_period_support; possible_signal_requires_period_search,flux_p_science_like=0.9171; triage_score_global=-0.586; triage_step_score=0.06385; triage_whiteness_score=0.9516; best_shape_score=0.7867; best_depth_snr=16.71; n_events=12; n_periods_validated=0; best_period_days=NA; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,0.6984905755984833,0.6984905755984833,0.9170820713043212,0.8839304248491923,0.6357425600290298,13,-0.5859556314529117,0.0638460297106821,0.951573378871747,0.7866611876202833,16.711806082360567,12.0,0.0,0.0,,0.0,12.0,,,16.711806082360567,,,,,,,,,False,False,needs_period_search,773,0.297234,run_period_search_before_stage_i_plot_generation,no_saved_period_support,False,auto_only,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",run_period_search_or_stage_i_plot_generation_before_candidate_promotion,internal_autovet,0.9170820713043213,true,manual_vetted_count_36_to_100,existing_stage_i_review_queue_order_excluding_already_manual_vetted,transit_morphology_score,morphology_scorer_only,frozen_batch3_transit_morphology_policy_2026-05-15
31,EPIC_211702989,auto_hold_needs_review,0.58,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,"Some signal evidence exists, but there is no reliable saved period support.",no_reliable_period_support; possible_signal_requires_period_search,flux_p_science_like=0.9451; triage_score_global=-0.6665; triage_step_score=0.008148; triage_whiteness_score=0.9999; best_shape_score=0.7133; best_depth_snr=32.53; n_events=29; n_periods_validated=0; best_period_days=NA; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,0.6964299461498162,0.6964299461498162,0.9450697302818298,0.8882330656051636,0.6969418704509736,13,-0.6665156974555153,0.0081477770130167,0.9999094184733092,0.7133417898075152,32.53137702753472,29.0,0.0,0.0,,0.0,29.0,,,32.53137702753472,,,,,,,,,False,False,needs_period_search,240,0.534757,run_period_search_before_stage_i_plot_generation,no_saved_period_support,False,auto_only,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",run_period_search_or_stage_i_plot_generation_before_candidate_promotion,internal_autovet,0.9450697302818298,true,manual_vetted_count_36_to_100,existing_stage_i_review_queue_order_excluding_already_manual_vetted,transit_morphology_score,morphology_scorer_only,frozen_batch3_transit_morphology_policy_2026-05-15
32,EPIC_211980250,auto_hold_needs_review,0.58,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,"Some signal evidence exists, but there is no reliable saved period support.",no_reliable_period_support; possible_signal_requires_period_search,flux_p_science_like=0.7985; triage_score_global=-0.6519; triage_step_score=0.0122; triage_whiteness_score=0.9911; best_shape_score=0.7928; best_depth_snr=967.7; n_events=16; n_periods_validated=0; best_period_days=NA; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,0.6962967526388115,0.6962967526388115,0.7985085248947144,0.7562153140703837,0.695283043384552,13,-0.6519038196224566,0.0122020103097258,0.991142291773474,0.7928053926538803,967.711192859967,16.0,0.0,0.0,,0.0,16.0,,,967.711192859967,,,,,,,,,False,False,needs_period_search,132,0.587033,run_period_search_before_stage_i_plot_generation,no_saved_period_support,False,auto_only,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",run_period_search_or_stage_i_plot_generation_before_candidate_promotion,internal_autovet,0.7985085248947144,true,manual_vetted_count_36_to_100,existing_stage_i_review_queue_order_excluding_already_manual_vetted,transit_morphology_score,morphology_scorer_only,frozen_batch3_transit_morphology_policy_2026-05-15
33,EPIC_211512262,auto_hold_needs_review,0.58,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,"Some signal evidence exists, but there is no reliable saved period support.",no_reliable_period_support; possible_signal_requires_period_search,flux_p_science_like=0.9808; triage_score_global=-0.6666; triage_step_score=0.004987; triage_whiteness_score=1; best_shape_score=0.7086; best_depth_snr=21.05; n_events=14; n_periods_validated=0; best_period_days=NA; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,0.6960508232258793,0.6960508232258793,0.9807813763618468,0.9697994589805604,0.7819601118564605,13,-0.6666140250661814,0.0049873968168037,0.9999684150397088,0.7086320142306581,21.05106375489552,14.0,0.0,0.0,,0.0,14.0,,,21.05106375489552,,,,,,,,,False,False,needs_period_search,242,0.532761,run_period_search_before_stage_i_plot_generation,no_saved_period_support; external_score_support,False,auto_only,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",run_period_search_or_stage_i_plot_generation_before_candidate_promotion,internal_autovet,0.9807813763618469,true,manual_vetted_count_36_to_100,existing_stage_i_review_queue_order_excluding_already_manual_vetted,transit_morphology_score,morphology_scorer_only,frozen_batch3_transit_morphology_policy_2026-05-15
