epic_id,manual_label,manual_next_action,manual_confidence,manual_reason,reviewed_at,reviewer,decision_authority,manual_vetted,cnn_manual_conflict,conflict_reason,decision,stage_g_action,training_update
EPIC_211482556,uncertain_hold,keep_hold_for_recheck_with_stage_f_period_validation,medium,"Shallow but plausible transit-like signal with good odd/even consistency, ratio about 0.978, no detected secondary eclipse, low alias risk, and moderate primary SNR around 9.31. However the folded dip appears somewhat wobbly/noisy, OOT variability is non-trivial at about 0.27x transit depth, transit duration is fairly long at about 7.36 hours, CNN morphology score is only moderate, and the period source is event-spacing fallback with many candidate periods. Keep as uncertain hold pending Stage F period validation and cleaner detrended plot review rather than promote directly.",2026-05-19,user_provided_manual_review,manual_review,true,,,,,
EPIC_211493634,noise_or_artifact,reject_from_candidate_pipeline,medium_high,"Very shallow signal with modest primary SNR around 8.44, short period at P=0.608d, and only limited event support. Odd/even consistency is not severely bad but is imperfect, with ratio about 0.789 and explicit delta about 0.236. Alias risk is moderate with stronger support at the double-period alias, and the period source is event-spacing fallback with many candidate periods. Plot is noisy and there is no strong planet-like feature to justify holding or promotion despite morphology-positive CNN score.",2026-05-20,user_provided_manual_review,manual_review,true,,,,,
EPIC_211497712,candidate_like,promote_to_stage_f_validation_with_oot_variability_caveat,medium,"Visually promising deep, coherent transit-like signal with excellent odd/even consistency, ratio about 0.993 and explicit delta about 0.0068, no significant secondary eclipse, low alias risk, high CNN morphology score, and many event-family members. OOT variability is a concern at about 0.63x transit depth and the period source is event-spacing fallback with many candidate periods, so promote to Stage F validation with an OOT/detrending caveat rather than treat as confirmed planet-like.",2026-05-20,user_provided_manual_review,manual_review,true,,,,,
EPIC_211512262,uncertain_hold,keep_hold_for_recheck_with_stage_f_period_validation,medium,"Very shallow but coherent transit-like signal with excellent odd/even consistency, ratio about 0.981 and explicit delta about 0.019, no detected secondary eclipse, low alias risk, high CNN morphology score, and locally enhanced cutouts showing repeated weak dips in several events. However the primary depth is tiny at about 0.000104, primary SNR is weak/modest at about 3.50, event support is limited, and the period source is event-spacing fallback. Keep as uncertain hold pending Stage F period validation and improved stacked/local cutout review rather than direct candidate promotion.",2026-05-20,user_provided_manual_review,manual_review,true,,,,,
EPIC_211529191,noise_or_artifact,reject_from_candidate_pipeline,medium_high,"Very shallow signal with weak/modest primary SNR around 4.62 and limited event support. Odd/even consistency is acceptable but not especially strong, and there is no secondary eclipse, but the period source is event-spacing fallback with many candidate periods and no convincing planet-like evidence beyond morphology-positive CNN scoring. Reject as noise/artifact rather than continue holding.",2026-05-20,user_provided_manual_review,manual_review,true,,,,,
EPIC_211536223,noise_or_artifact,reject_from_candidate_pipeline,medium_high,"Deep morphology-positive signal, but the event shape is likely dominated by structured noise or variability. Transit duration is very long at about 12.75 hours for P=2.49d, OOT variability is high at about 0.51x transit depth, odd/even consistency is only mediocre with ratio about 0.797 and explicit delta about 0.205, and alias risk is moderate. Period source is event-spacing fallback with limited event support, so reject as noise/artifact rather than promote despite the sizeable apparent depth.",2026-05-20,user_provided_manual_review,manual_review,true,,,,,
EPIC_211542908,binary_system,reject_from_candidate_pipeline,high,"Strong odd/even depth mismatch with ratio about 0.391 and explicit delta about 1.27, making the signal EB-like or unreliable rather than planet-like. The signal is also very shallow, primary SNR is only modest around 6.38, alias risk is moderate, and the period source is event-spacing fallback with many candidate periods. Reject from candidate pipeline despite morphology-positive CNN score and no detected secondary eclipse.",2026-05-20,user_provided_manual_review,manual_review,true,cnn_high_manual_reject,"CNN score is high at about 0.934, but manual/diagnostic review rejects due to strong odd/even mismatch, shallow signal, alias risk, and weak fallback period support.",,,
EPIC_211549072,noise_or_artifact,reject_from_candidate_pipeline,high,"Manual plot review does not show a convincing transit-like signal despite very high CNN morphology score. The numerical diagnostics are also unfavorable: shallow primary depth, modest primary SNR around 6.92, very long duration around 7.85 hours for P=1.20d, strong odd/even mismatch with ratio about 0.472 and explicit delta about 0.675, and half-period alias support. Stage F held the object as ambiguous, but manual review overrides the CNN morphology-positive score because the dips are not visually convincing and the signal is not planet-like.",2026-05-20,user_provided_manual_review,manual_review,true,cnn_high_manual_reject,"Very high CNN score at about 0.991, but manual review finds no convincing dips and diagnostics are unfavorable.",,,
EPIC_211569404,noise_or_artifact,reject_from_candidate_pipeline,high,"Manual review does not find a convincing planet-like signal. The primary depth is shallow, primary SNR is only modest around 8.34, and the period is very short at P=0.600d with a relatively long duration around 3.19 hours. Odd/even consistency is poor, with ratio about 0.700 and explicit delta about 0.353, and there is half-period alias support despite low formal alias risk. Stage F kept this only as a secondary-queue hold, so reject as noise/artifact rather than continue holding.",2026-05-20,user_provided_manual_review,manual_review,true,none,CNN score is only moderate and does not materially conflict with manual rejection.,,,
EPIC_211573482,binary_system,reject_from_candidate_pipeline,medium_high,"Signal is present, but diagnostics are unfavorable for a planet-like candidate. Odd/even depth consistency is poor, with ratio about 0.610 and explicit delta about 0.589, suggesting possible EB behavior. OOT variability is very high at about 1.16x the transit depth, meaning the apparent events may be embedded in stellar variability or structured noise. Period source is event-spacing fallback with many candidate periods, and CNN score is only morphology-positive, not promotion authority. Reject from candidate pipeline as likely binary/variable contamination rather than continue holding.",2026-05-20,user_provided_manual_review,manual_review,true,none,CNN score is moderate-high but not extreme; manual rejection is driven by EB/variability diagnostics.,,,
EPIC_211580521,noise_or_artifact,reject_from_candidate_pipeline,medium_high,"OOT variability is acceptable at about 0.17x transit depth, but the rest of the evidence is weak or unfavorable. Primary SNR is low at about 4.74, event support is limited, and the period is very short at P=0.545d. Odd/even consistency is poor, with ratio about 0.611 and explicit delta about 0.464. Alias risk is high with strong half-period support, and the period source is event-spacing fallback with many candidate periods. Reject as noise/artifact rather than continue holding despite morphology-positive CNN score.",2026-05-20,user_provided_manual_review,manual_review,true,none,CNN score is moderate and does not materially conflict with manual rejection.,,,
EPIC_211581700,binary_system,reject_from_candidate_pipeline,high,"Strong real eclipsing signal with excellent odd/even consistency and many repeated events, but the secondary eclipse is highly significant and deeper than expected for a planet-like occultation. Secondary SNR is about 19.83 and secondary-to-primary depth ratio is about 3.87, making this much more consistent with an eclipsing binary or variable binary system than a planet candidate. Reject from planet candidate pipeline despite strong morphology and high CNN score.",2026-05-20,user_provided_manual_review,manual_review,true,none,"CNN correctly identified strong eclipse-like morphology, but morphology score is not a planet classifier.",,,
EPIC_211586814,binary_system,reject_from_candidate_pipeline,high,"Signal has decent primary SNR, but diagnostics are EB-like rather than planet-like. Odd/even depth consistency is poor, with ratio about 0.538 and explicit delta about 0.600. The period is very short at P=0.504d with a relatively long duration of about 3.68 hours, and there is strong half-period alias support. Stage F already held it as ambiguous due to odd/even risk. Reject from candidate pipeline as likely binary/alias-contaminated despite morphology-positive CNN score and no detected secondary eclipse.",2026-05-20,user_provided_manual_review,manual_review,true,none,"CNN score is moderately high but not extreme; manual rejection is driven by odd/even mismatch, short-period geometry, and alias concerns.",,,
EPIC_211592766,uncertain_hold,keep_hold_for_recheck_with_stage_f_period_validation,medium,"Transit-like signal has acceptable primary SNR around 8.09, good odd/even consistency with ratio about 0.933 and explicit delta about 0.072, no significant secondary eclipse, and low alias risk. However the transit duration is long at about 7.36 hours for P=2.09d, OOT variability is non-trivial at about 0.27x transit depth, CNN morphology score is only moderate, and the period source is event-spacing fallback with many candidate periods. Keep as uncertain hold pending Stage F period validation and improved plot/detrending review rather than promote.",2026-05-20,user_provided_manual_review,manual_review,true,none,CNN score is moderate and consistent with a cautious hold rather than promotion.,,,
EPIC_211619120,uncertain_hold,keep_hold_for_recheck_with_oot_detrending_and_stage_f_period_validation,medium,"Some signal-like features are visible, but they are not clear enough for candidate promotion. Primary SNR is modest around 5.90, odd/even consistency is acceptable but not strongly clean with ratio about 0.835 and explicit delta about 0.174, and there is no detected secondary eclipse. However OOT variability is very high at about 2.03x the transit depth, suggesting the apparent dip may be embedded in stellar variability or structured noise. Period source is event-spacing fallback with many candidate periods. Keep as uncertain hold pending OOT detrending review and Stage F period validation rather than reject immediately.",2026-05-22,user_provided_manual_review,manual_review,true,none,CNN score is moderate and consistent with cautious hold rather than promotion.,,,
EPIC_211683904,noise_or_artifact,reject_from_candidate_pipeline,medium_high,"Manual review does not show a convincing transit-like dip. The signal is very shallow with modest primary SNR around 5.09, and the apparent duration is long at about 4.90 hours for P=1.28d. Odd/even consistency is only mediocre, with ratio about 0.812 and explicit delta about 0.231. Alias risk is moderate with strong half-period support, and the period source is event-spacing fallback with many candidate periods. Reject as noise/artifact despite morphology-positive CNN score.",2026-05-22,user_provided_manual_review,manual_review,true,none,CNN score is moderate and does not materially conflict with manual rejection.,,,
EPIC_211702989,noise_or_artifact,reject_from_candidate_pipeline,high,"Manual review favors noise/artifact rather than a planet-like candidate. The signal is very shallow despite modest/high primary SNR, with no detected secondary eclipse, but odd/even consistency is poor: odd/even ratio about 0.400 and explicit delta about 0.833. Alias risk is moderate with stronger support at the double-period alias, and the period source is event-spacing fallback with many candidate periods. Reject from candidate pipeline despite high CNN morphology score because the signal is not visually or diagnostically planet-like.",2026-05-22,user_provided_manual_review,manual_review,true,cnn_high_manual_reject,"CNN score is high at about 0.945, but manual/diagnostic review rejects due to shallow noisy signal, poor odd/even consistency, moderate alias risk, and fallback period support.",,,
EPIC_211730838,binary_system,reject_from_candidate_pipeline_but_keep_as_real_eclipsing_signal,medium_high,"Strong coherent eclipsing signal with excellent odd/even consistency, ratio about 0.996 and explicit delta about 0.004, many repeated events, saved validation period support, low alias risk, and no significant secondary eclipse. However the primary depth is extremely large at about 0.099, implying radius ratio about 0.315, which is too deep for a typical planet-like candidate and is more consistent with an eclipsing binary, stellar companion, or blend. OOT variability is also non-trivial at about 0.27x transit depth. Reject from the planet candidate pipeline, but keep as a real eclipsing-signal / binary-system case rather than noise.",2026-05-22,user_provided_manual_review,manual_review,true,none,"CNN correctly identified strong eclipse-like morphology, but morphology score is not a planet classifier.",,,
EPIC_211745624,uncertain_hold,keep_hold_for_recheck_with_stage_f_period_validation_and_oot_detrending,medium,"Transit-like signal has excellent odd/even consistency with ratio about 0.992 and explicit delta about 0.0075, no significant secondary eclipse, plausible depth around 0.0043, reasonable duration around 1.96 hours, and many event-family members. However primary SNR is weak around 3.49, OOT variability is non-trivial at about 0.49x transit depth, and the period source is event-spacing fallback with many candidate periods. Keep as uncertain hold pending Stage F period validation and OOT/detrending review rather than promote directly.",2026-05-22,user_provided_manual_review,manual_review,true,cnn_high_manual_hold,"CNN score is high at about 0.960, but manual review keeps it on hold due to weak SNR, OOT variability, and fallback period support.",,,
EPIC_211770390,uncertain_hold,keep_hold_for_recheck_with_oot_detrending_and_stage_f_period_validation,medium_low,"Some signal-like structure may be present and the basic duration is plausible for P=7.46d, with no detected secondary eclipse and high CNN morphology score. However the signal is tough to read visually, primary SNR is modest around 5.36, odd/even consistency is poor with ratio about 0.562 and explicit delta about 0.702, and OOT variability is high at about 1.26x the transit depth. Period source is event-spacing fallback with many candidate periods, so keep only as uncertain hold pending OOT detrending review and Stage F period validation rather than promote.",2026-05-22,user_provided_manual_review,manual_review,true,cnn_high_manual_hold,"CNN score is high at about 0.936, but manual review keeps it on hold because the signal is visually unclear with poor odd/even consistency, high OOT variability, and fallback period support.",,,
EPIC_211781094,noise_or_artifact,reject_from_candidate_pipeline,medium_high,"Some signal-like features may be present, but the detection is not credible as a planet-like candidate. The measured primary depth is extremely large at about 0.217, implying radius ratio about 0.466, while primary SNR is weak around 3.34 and event support is limited. Odd/even consistency is acceptable and there is no detected secondary eclipse, but the period source is event-spacing fallback with many candidate periods and the signal appears unreliable. Reject as noise/artifact or bad folded-event fit rather than promote or hold.",2026-05-22,user_provided_manual_review,manual_review,true,cnn_high_manual_reject,"CNN score is high at about 0.917, but manual review rejects because the signal is not visually or physically credible as planet-like and appears dominated by bad folded-event geometry or artifact behavior.",,,
EPIC_211800810,binary_system,reject_from_candidate_pipeline,high,"Strong odd/even depth mismatch with ratio about 0.219 and explicit delta about 1.19, making the signal EB-like or unreliable rather than planet-like. The signal is also very shallow, with an unusually long apparent duration of about 7.11 hours for P=2.80d. Period source is event-spacing fallback with limited event support and many candidate periods. Reject from candidate pipeline despite no detected secondary eclipse and morphology-positive CNN score.",2026-05-22,user_provided_manual_review,manual_review,true,none,CNN score is moderate and does not materially conflict with manual rejection.,,,
EPIC_211805860,uncertain_hold,keep_hold_for_recheck_with_oot_detrending_and_stage_f_period_validation,medium,"Manual review keeps this as a cautious hold despite Stage F rejection. Odd/even consistency is good with ratio about 0.957 and explicit delta about 0.044, there is no detected secondary eclipse, the duration is plausible at about 3.43 hours for P=4.14d, and the period source is saved_validation_period. However primary SNR is weak around 4.67, Stage F rejected because the primary transit depth is not significant in the cached folded light curve, and OOT variability is very high at about 1.48x transit depth. Keep as uncertain hold pending OOT detrending review and Stage F period/depth validation rather than promote.",2026-05-22,user_provided_manual_review,manual_review,true,cnn_high_manual_hold,"CNN score is very high at about 0.980, but manual review keeps it on hold due to weak primary significance, Stage F rejection, and high OOT variability.",,,
EPIC_211844348,noise_or_artifact,reject_from_candidate_pipeline,medium_high,"Manual review favors noise/artifact despite superficially acceptable diagnostics. The signal is very shallow, and the apparent duration is fairly long at about 5.88 hours. Odd/even consistency is good with ratio about 0.949 and no detected secondary eclipse, but the period source is event-spacing fallback with many candidate periods, and the visual signal is not convincing enough to justify holding. Reject as noise/artifact despite morphology-positive CNN score.",2026-05-22,user_provided_manual_review,manual_review,true,none,CNN score is moderate-high but not extreme; manual rejection is driven by poor visual credibility and fallback period support.,,,
EPIC_211851580,uncertain_hold,keep_hold_for_recheck_with_stage_f_period_validation_and_secondary_window_inspection,medium,"Transit-like signal is present with acceptable primary SNR around 8.50, good odd/even consistency with ratio about 0.914 and explicit delta about 0.094, no numerically detected secondary eclipse, and OOT variability is moderate at about 0.27x transit depth. However the secondary-check panel appears visually odd despite zero/null secondary metrics, the apparent transit duration is long at about 8.09 hours, and the period source is event-spacing fallback with many candidate periods. Keep as uncertain hold pending Stage F period validation and manual inspection of the secondary window rather than promote directly.",2026-05-22,user_provided_manual_review,manual_review,true,none,CNN score is moderate and consistent with cautious hold rather than promotion.,,,
EPIC_211902535,noise_or_artifact,reject_from_candidate_pipeline,medium_high,"Manual review favors weak noise/artifact rather than a planet-like candidate. The signal is very shallow, with a long apparent duration of about 7.36 hours for P=4.32d, and odd/even consistency is poor with ratio about 0.680 and explicit delta about 0.381. There is no meaningful positive secondary eclipse, and OOT variability is low, but the period source is event-spacing fallback with many candidate periods. Reject as noise/artifact despite morphology-positive CNN score.",2026-05-25,user_provided_manual_review,manual_review,true,none,"CNN score is moderately high but not extreme; manual rejection is driven by weak visual credibility, poor odd/even consistency, long duration, and fallback period support.",,,
EPIC_211910237,uncertain_hold,keep_hold_for_recheck_with_stage_f_period_validation_and_eb_diagnostic_review,medium,"Clear dip-like signal is present with strong primary SNR around 13.60, low OOT variability at about 0.06x transit depth, many event-family members, and no meaningful positive secondary eclipse. However the primary depth is relatively large at about 0.015, radius ratio is about 0.123, apparent duration is long at about 9.32 hours for P=2.21d, and odd/even consistency is only mediocre with ratio about 0.780 and explicit delta about 0.267. Period source is event-spacing fallback with many candidate periods. Keep as uncertain hold pending Stage F period validation and EB diagnostic review rather than promote directly.",2026-05-25,user_provided_manual_review,manual_review,true,none,CNN score is moderate and consistent with cautious hold rather than promotion.,,,
EPIC_211911273,noise_or_artifact,reject_from_candidate_pipeline,high,"Manual review favors noise/artifact rather than a planet-like candidate. Although the reported primary SNR is very high, the apparent transit duration is extremely long at about 11.77 hours for P=3.32d, suggesting broad variability or folded systematic structure rather than a clean transit. Odd/even consistency is only mediocre with ratio about 0.776 and explicit delta about 0.242, and there is half-period alias support. Period source is event-spacing fallback with many candidate periods. Reject as noise/artifact despite morphology-positive CNN score.",2026-05-25,user_provided_manual_review,manual_review,true,none,CNN score is moderate and does not materially conflict with manual rejection.,,,
EPIC_211915147,candidate_like,promote_to_stage_f_validation_with_oot_duration_and_eb_caveats,high,"Manual review promotes this as a caveated candidate-like signal. A good primary dip is visible, odd/even consistency is excellent with ratio about 0.983 and explicit delta about 0.017, there is no meaningful positive secondary eclipse, event-family support is strong with 21 events, and CNN morphology score is high. However the promotion is caveated because primary SNR is weak around 4.62, apparent duration is very long at about 8.34 hours for P=1.81d, OOT variability is high at about 0.69x transit depth, and the period source is event-spacing fallback with stronger double-period support. Promote to Stage F validation with OOT detrending, duration sanity check, period validation, and EB diagnostic review.",2026-05-25,user_provided_manual_review,manual_review,true,none,"High CNN morphology score is consistent with the visible primary dip, but CNN is not the promotion authority; manual review promotes with explicit caveats.",,,
EPIC_211920612,reject_as_noise_or_artifact,reject,not_provided,"Strong dip-like morphology, but physically broken. Period = 0.62108 d / 14.91 h. Transit duration = 1.8695 d / 44.87 h, longer than the orbital period. Severe odd/even mismatch: odd_even_depth_ratio = 0.304. CNN score = 0.823 is morphology-only and should not rescue it.",2026-05-25,user_provided_manual_review,manual_review,true,none,CNN score is morphology-only and should not override failed validation checks or impossible duration geometry.,reject,do_not_promote,noise_or_artifact_or_bad_fold
EPIC_211933215,reject_as_noise_or_artifact,reject,not_provided,Too weak and period-unstable. Primary depth is shallow: 0.000394. SNR is only moderate: 11.86. Period source = event_spacing_fallback. Autovet says no reliable saved period support. Candidate period count is very high: 1039. CNN score = 0.731 is morphology-only.,2026-05-25,user_provided_manual_review,manual_review,true,none,CNN score is morphology-only and should not override weak period support or period instability.,reject,do_not_promote,noise_or_artifact_or_low_priority_negative
EPIC_211935518,low_priority_negative,reject_low_priority,not_provided,"Visible dip exists and metrics are not terrible, but too noisy / unreliable to promote. Primary depth = 0.005235. SNR = 174.90. Odd/even agreement is good: ratio = 0.929. No meaningful secondary. However period source = event_spacing_fallback. Autovet says no reliable saved period support. Candidate period count is high: 751. CNN score = 0.769 is morphology-only.",2026-05-25,user_provided_manual_review,manual_review,true,none,CNN score is morphology-only and does not override fallback-period support and unreliable validation.,reject_low_priority,do_not_promote,low_priority_negative_or_uncertain_hold
EPIC_211939206,low_priority_negative,reject_low_priority,not_provided,"Best-looking noise case. Some transit-like dip morphology exists, but validation is weak. Primary depth = 0.001054. SNR = 43.47. Odd/even agreement is imperfect: ratio = 0.712, delta = 0.310. Alias risk = moderate. Strong alias/double-period support: alias_best_period_days = 3.16692, support_ratio = 0.889. Period source = event_spacing_fallback. Candidate period count is extremely high: 1671. CNN score = 0.736 is morphology-only.",2026-05-25,user_provided_manual_review,manual_review,true,none,"CNN score is morphology-only and should not override weak validation, alias risk, or fallback-period support.",reject_low_priority,do_not_promote,low_priority_negative
EPIC_211942823,reject_as_noise_or_artifact,reject,not_provided,"Manual visual review sees no convincing dip; folded view appears essentially flat / line-like. Primary depth is shallow: 0.000423. SNR = 13.01. Period = 0.20432 d / 4.90 h. Transit duration = 0.36777 d / 8.83 h, longer than the orbital period. Odd/even agreement is weak: ratio = 0.702. Alias risk = high. Period source = event_spacing_fallback. Candidate period count is high: 1049.",2026-05-25,user_provided_manual_review,manual_review,true,none,"CNN morphology is not promotion authority; manual rejection is driven by no convincing dip, impossible duration geometry, high alias risk, and fallback period support.",reject,do_not_promote,noise_or_artifact
EPIC_211944670,low_priority_negative,reject_low_priority,not_provided,"Manual review sees a dip, but not good enough for promotion. OOT behaviour is acceptable. Primary depth = 0.002908. SNR is very low: 3.02. Odd/even agreement is imperfect: ratio = 0.721. No secondary eclipse detected. Duration is physically plausible: 1.47 h at P = 1.55281 d. But period source = event_spacing_fallback. Alias risk = moderate. Strong double-period support: alias_best_period_days = 3.10562, support_ratio = 1.0. Candidate period count is high: 865. CNN score = 0.981 is morphology-only and should not override weak validation.",2026-05-25,user_provided_manual_review,manual_review,true,none,CNN score is high but morphology-only; manual review rejects low priority because SNR is very low with fallback-period support and strong double-period alias support.,reject_low_priority,do_not_promote,low_priority_negative
EPIC_211945246,low_priority_negative,reject_low_priority,not_provided,"Folded light curve shows only a small weak possible dip. Secondary diagnostic is flat / line-like, with no meaningful secondary eclipse. Primary depth is shallow: 0.000907. SNR is weak: 6.65. Odd/even is acceptable but not clean: ratio = 0.786. OOT is good: oot_variability_to_depth = 0.0119. Period source = event_spacing_fallback. Candidate period count = 698. Not convincing enough for promotion.",2026-05-28,user_provided_manual_review,manual_review,true,none,CNN remains morphology-only and does not override weak manual/validation context.,reject_low_priority,do_not_promote,low_priority_negative
EPIC_211945592,reject_as_noise_or_artifact,reject,not_provided,"Manual review suggests heavy noise and/or possible EB-like contamination. Primary depth = 0.002213. SNR = 119.76, but likely driven by structured noise / non-planet morphology. OOT variability is high: oot_variability_to_depth = 0.249. Odd/even is only moderately acceptable: ratio = 0.845. Period source = event_spacing_fallback. Candidate period count = 1248. CNN score = 0.682 is morphology-only and does not rescue it.",2026-05-28,user_provided_manual_review,manual_review,true,none,CNN score is morphology-only and does not override structured-noise or possible EB-like context.,reject,do_not_promote,noise_or_artifact_or_possible_eb
EPIC_211949114,reject_as_noise_or_artifact,reject,not_provided,Manual review classifies this as noise despite some decent metrics. Primary depth = 0.001353. SNR = 87.44. Odd/even is decent: ratio = 0.885. No detected secondary. But OOT variability is high: oot_variability_to_depth = 0.288. Period source = event_spacing_fallback. Candidate period count = 1258. Context is too unstable for promotion.,2026-05-28,user_provided_manual_review,manual_review,true,none,CNN remains morphology-only and does not override unstable validation context.,reject,do_not_promote,noise_or_artifact_or_low_priority_negative
EPIC_211952381,reject_as_noise_or_artifact,reject,not_provided,"Manual review suggests noise / possible EB-like morphology. Stage F already held it due to poor visual/metric confidence. Primary depth = 0.001463. SNR = 18.06. Odd/even is weak: ratio = 0.717. OOT variability is high: oot_variability_to_depth = 0.355. Period source = saved_validation_period, but metrics and visual confidence still fail. Reject despite saved period support.",2026-05-28,user_provided_manual_review,manual_review,true,none,CNN remains morphology-only and does not override failed manual visual/metric confidence.,reject,do_not_promote,noise_or_artifact_or_possible_eb
EPIC_211953866,candidate_like,promote_to_stage_g,not_provided,"Manual visual review is very positive. Folded light curve and transit zoom show a clear coherent primary dip. Event stack shows multiple events contributing to the dip structure. Primary depth = 0.024265. CNN score = 0.990 supports strong morphology, but remains morphology-only. Odd/even is acceptable: ratio = 0.883. Duration is plausible: 3.43 h at P = 1.78777 d. No convincing positive phase-0.5 secondary. Caveats: fallback period, candidate_period_count = 1013, OOT/depth = 0.400, low numeric SNR = 3.30, large radius ratio = 0.156. Promote only for deeper Stage G evaluation, not planet_like / confirmed.",2026-05-28,user_provided_manual_review,manual_review,true,none,"CNN supports morphology only; manual review promotes for deeper Stage G evaluation with caveats, not as a confirmed planet.",promote_to_stage_g,promote_for_deeper_eval,candidate_like_with_caveat
EPIC_211959522,uncertain_hold,keep_hold,not_provided,"Folded view shows a small possible primary dip, but not enough for candidate_like. Odd/even agreement is excellent: ratio = 0.974. No obvious phase-0.5 secondary. But depth is very shallow: 0.000614. SNR is modest: 10.62. OOT variability is very high relative to depth: oot_variability_to_depth = 0.859. Event stack does not show a clearly repeated aligned transit-like dip. Period source = event_spacing_fallback. Candidate period count = 1066. Keep on hold; do not use for training yet.",2026-05-28,user_provided_manual_review,manual_review,true,none,"CNN remains morphology-only and does not override hold status from shallow depth, high OOT variability, and unclear event-stack support.",keep_hold,do_not_promote_yet,do_not_use_for_training_yet
EPIC_211975006,reject_as_noise_or_artifact,reject,not_provided,"Manual review calls this a perfect noise case despite strong-looking numbers. Primary depth = 0.004142. SNR = 409.32, but not trusted due to noisy / artifact-like context. Odd/even is fairly good: ratio = 0.911. No convincing positive secondary. Transit duration is long: 13.24 h at P = 3.08007 d. Period source = event_spacing_fallback. Candidate period count = 1448. CNN score = 0.761 is morphology-only and should not override manual rejection.",2026-05-28,user_provided_manual_review,manual_review,true,none,CNN score is morphology-only and should not override manual noise/artifact rejection.,reject,do_not_promote,noise_or_artifact
