category,epic_id,manual_label,training_class,cnn_score,primary_depth_snr,odd_even_depth_ratio,odd_even_depth_delta_explicit,oot_variability_to_depth,alias_best_support_ratio,best_period_days,manual_reason
eb_variable_false_positive,EPIC_211586814,binary_system,false_positive_eb_or_variable,0.8914650678634644,43.463627452523205,,,,,,"Signal has decent primary SNR, but diagnostics are EB-like rather than planet-like. Odd/even depth consistency is poor, with ratio about 0.538 and explicit delta about 0.600. The period is very short at P=0.504d with a relatively long duration of about 3.68 hours, and there is strong half-period alias support. Stage F already held it as ambiguous due to odd/even risk. Reject from candidate pipeline as likely binary/alias-contaminated despite morphology-positive CNN score and no detected secondary eclipse."
high_cnn_score_manual_reject,EPIC_212020442,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.8967928290367126,55.30061058733229,,,,,,"Manual review indicates no convincing period / period solution not trustworthy. Primary depth is shallow: 0.000683. SNR is weak: 7.60. Odd/even only moderate: ratio = 0.815. Alias risk = moderate. Strong alternate-period support: alias_best_period_days = 11.768625, support_ratio = 0.875. Master next action was run_period_search_before_label_update. Treat as period failure / noise, not candidate."
high_snr_manual_reject,EPIC_212020442,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.8967928290367126,55.30061058733229,,,,,,"Manual review indicates no convincing period / period solution not trustworthy. Primary depth is shallow: 0.000683. SNR is weak: 7.60. Odd/even only moderate: ratio = 0.815. Alias risk = moderate. Strong alternate-period support: alias_best_period_days = 11.768625, support_ratio = 0.875. Master next action was run_period_search_before_label_update. Treat as period failure / noise, not candidate."
high_snr_manual_reject,EPIC_211952381,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.8226560354232788,87.68611864530789,,,,,,"Manual review suggests noise / possible EB-like morphology. Stage F already held it due to poor visual/metric confidence. Primary depth = 0.001463. SNR = 18.06. Odd/even is weak: ratio = 0.717. OOT variability is high: oot_variability_to_depth = 0.355. Period source = saved_validation_period, but metrics and visual confidence still fail. Reject despite saved period support."
high_snr_manual_reject,EPIC_211920612,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.8228314518928528,1414.662660857537,,,,,,"Strong dip-like morphology, but physically broken. Period = 0.62108 d / 14.91 h. Transit duration = 1.8695 d / 44.87 h, longer than the orbital period. Severe odd/even mismatch: odd_even_depth_ratio = 0.304. CNN score = 0.823 is morphology-only and should not rescue it."
high_cnn_score_manual_reject,EPIC_211529191,noise_or_artifact,negative_noise_or_artifact,0.9225077033042908,24.650137063087723,,,,,,"Very shallow signal with weak/modest primary SNR around 4.62 and limited event support. Odd/even consistency is acceptable but not especially strong, and there is no secondary eclipse, but the period source is event-spacing fallback with many candidate periods and no convincing planet-like evidence beyond morphology-positive CNN scoring. Reject as noise/artifact rather than continue holding."
good_odd_even_manual_reject,EPIC_211529191,noise_or_artifact,negative_noise_or_artifact,0.9225077033042908,24.650137063087723,,,,,,"Very shallow signal with weak/modest primary SNR around 4.62 and limited event support. Odd/even consistency is acceptable but not especially strong, and there is no secondary eclipse, but the period source is event-spacing fallback with many candidate periods and no convincing planet-like evidence beyond morphology-positive CNN scoring. Reject as noise/artifact rather than continue holding."
high_snr_manual_reject,EPIC_211911273,noise_or_artifact,negative_noise_or_artifact,0.7800821661949158,525.128918818695,,,,,,"Manual review favors noise/artifact rather than a planet-like candidate. Although the reported primary SNR is very high, the apparent transit duration is extremely long at about 11.77 hours for P=3.32d, suggesting broad variability or folded systematic structure rather than a clean transit. Odd/even consistency is only mediocre with ratio about 0.776 and explicit delta about 0.242, and there is half-period alias support. Period source is event-spacing fallback with many candidate periods. Reject as noise/artifact despite morphology-positive CNN score."
high_snr_manual_reject,EPIC_211935518,low_priority_negative,negative_low_priority,0.7694324254989624,227.3101472913956,,,,,,"Visible dip exists and metrics are not terrible, but too noisy / unreliable to promote. Primary depth = 0.005235. SNR = 174.90. Odd/even agreement is good: ratio = 0.929. No meaningful secondary. However period source = event_spacing_fallback. Autovet says no reliable saved period support. Candidate period count is high: 751. CNN score = 0.769 is morphology-only."
good_odd_even_manual_reject,EPIC_211935518,low_priority_negative,negative_low_priority,0.7694324254989624,227.3101472913956,,,,,,"Visible dip exists and metrics are not terrible, but too noisy / unreliable to promote. Primary depth = 0.005235. SNR = 174.90. Odd/even agreement is good: ratio = 0.929. No meaningful secondary. However period source = event_spacing_fallback. Autovet says no reliable saved period support. Candidate period count is high: 751. CNN score = 0.769 is morphology-only."
fallback_period_dominated_reject,EPIC_211935518,low_priority_negative,negative_low_priority,0.7694324254989624,227.3101472913956,,,,,,"Visible dip exists and metrics are not terrible, but too noisy / unreliable to promote. Primary depth = 0.005235. SNR = 174.90. Odd/even agreement is good: ratio = 0.929. No meaningful secondary. However period source = event_spacing_fallback. Autovet says no reliable saved period support. Candidate period count is high: 751. CNN score = 0.769 is morphology-only."
high_snr_manual_reject,EPIC_211975006,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.7611322402954102,786.2540025803444,,,,,,"Manual review calls this a perfect noise case despite strong-looking numbers. Primary depth = 0.004142. SNR = 409.32, but not trusted due to noisy / artifact-like context. Odd/even is fairly good: ratio = 0.911. No convincing positive secondary. Transit duration is long: 13.24 h at P = 3.08007 d. Period source = event_spacing_fallback. Candidate period count = 1448. CNN score = 0.761 is morphology-only and should not override manual rejection."
good_odd_even_manual_reject,EPIC_211975006,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.7611322402954102,786.2540025803444,,,,,,"Manual review calls this a perfect noise case despite strong-looking numbers. Primary depth = 0.004142. SNR = 409.32, but not trusted due to noisy / artifact-like context. Odd/even is fairly good: ratio = 0.911. No convincing positive secondary. Transit duration is long: 13.24 h at P = 3.08007 d. Period source = event_spacing_fallback. Candidate period count = 1448. CNN score = 0.761 is morphology-only and should not override manual rejection."
fallback_period_dominated_reject,EPIC_211975006,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.7611322402954102,786.2540025803444,,,,,,"Manual review calls this a perfect noise case despite strong-looking numbers. Primary depth = 0.004142. SNR = 409.32, but not trusted due to noisy / artifact-like context. Odd/even is fairly good: ratio = 0.911. No convincing positive secondary. Transit duration is long: 13.24 h at P = 3.08007 d. Period source = event_spacing_fallback. Candidate period count = 1448. CNN score = 0.761 is morphology-only and should not override manual rejection."
high_snr_manual_reject,EPIC_211979334,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.7664146423339844,142.09708617751724,,,,,,"Manual review classifies as poor-quality noise / artifact. Primary depth = 0.000730. SNR = 73.04, but context is weak. Odd/even poor: ratio = 0.601. Transit duration long: 12.26 h at P = 3.92696 d. Alias risk = moderate. Strong half-period alias support: support_ratio = 0.857. Period source = event_spacing_fallback. Candidate period count = 698."
fallback_period_dominated_reject,EPIC_211979334,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.7664146423339844,142.09708617751724,,,,,,"Manual review classifies as poor-quality noise / artifact. Primary depth = 0.000730. SNR = 73.04, but context is weak. Odd/even poor: ratio = 0.601. Transit duration long: 12.26 h at P = 3.92696 d. Alias risk = moderate. Strong half-period alias support: support_ratio = 0.857. Period source = event_spacing_fallback. Candidate period count = 698."
high_snr_manual_reject,EPIC_211844348,noise_or_artifact,negative_noise_or_artifact,0.8062503337860107,59.02308109998477,,,,,,"Manual review favors noise/artifact despite superficially acceptable diagnostics. The signal is very shallow, and the apparent duration is fairly long at about 5.88 hours. Odd/even consistency is good with ratio about 0.949 and no detected secondary eclipse, but the period source is event-spacing fallback with many candidate periods, and the visual signal is not convincing enough to justify holding. Reject as noise/artifact despite morphology-positive CNN score."
good_odd_even_manual_reject,EPIC_211844348,noise_or_artifact,negative_noise_or_artifact,0.8062503337860107,59.02308109998477,,,,,,"Manual review favors noise/artifact despite superficially acceptable diagnostics. The signal is very shallow, and the apparent duration is fairly long at about 5.88 hours. Odd/even consistency is good with ratio about 0.949 and no detected secondary eclipse, but the period source is event-spacing fallback with many candidate periods, and the visual signal is not convincing enough to justify holding. Reject as noise/artifact despite morphology-positive CNN score."
high_snr_manual_reject,EPIC_211939206,low_priority_negative,negative_low_priority,0.7356958985328674,97.80512069200432,,,,,,"Best-looking noise case. Some transit-like dip morphology exists, but validation is weak. Primary depth = 0.001054. SNR = 43.47. Odd/even agreement is imperfect: ratio = 0.712, delta = 0.310. Alias risk = moderate. Strong alias/double-period support: alias_best_period_days = 3.16692, support_ratio = 0.889. Period source = event_spacing_fallback. Candidate period count is extremely high: 1671. CNN score = 0.736 is morphology-only."
fallback_period_dominated_reject,EPIC_211939206,low_priority_negative,negative_low_priority,0.7356958985328674,97.80512069200432,,,,,,"Best-looking noise case. Some transit-like dip morphology exists, but validation is weak. Primary depth = 0.001054. SNR = 43.47. Odd/even agreement is imperfect: ratio = 0.712, delta = 0.310. Alias risk = moderate. Strong alias/double-period support: alias_best_period_days = 3.16692, support_ratio = 0.889. Period source = event_spacing_fallback. Candidate period count is extremely high: 1671. CNN score = 0.736 is morphology-only."
high_cnn_score_manual_reject,EPIC_211781094,noise_or_artifact,negative_noise_or_artifact,0.9170820713043213,16.711806082360567,,,,,,"Some signal-like features may be present, but the detection is not credible as a planet-like candidate. The measured primary depth is extremely large at about 0.217, implying radius ratio about 0.466, while primary SNR is weak around 3.34 and event support is limited. Odd/even consistency is acceptable and there is no detected secondary eclipse, but the period source is event-spacing fallback with many candidate periods and the signal appears unreliable. Reject as noise/artifact or bad folded-event fit rather than promote or hold."
good_odd_even_manual_reject,EPIC_211781094,noise_or_artifact,negative_noise_or_artifact,0.9170820713043213,16.711806082360567,,,,,,"Some signal-like features may be present, but the detection is not credible as a planet-like candidate. The measured primary depth is extremely large at about 0.217, implying radius ratio about 0.466, while primary SNR is weak around 3.34 and event support is limited. Odd/even consistency is acceptable and there is no detected secondary eclipse, but the period source is event-spacing fallback with many candidate periods and the signal appears unreliable. Reject as noise/artifact or bad folded-event fit rather than promote or hold."
high_cnn_score_manual_reject,EPIC_211702989,noise_or_artifact,negative_noise_or_artifact,0.9450697302818298,32.53137702753472,,,,,,"Manual review favors noise/artifact rather than a planet-like candidate. The signal is very shallow despite modest/high primary SNR, with no detected secondary eclipse, but odd/even consistency is poor: odd/even ratio about 0.400 and explicit delta about 0.833. Alias risk is moderate with stronger support at the double-period alias, and the period source is event-spacing fallback with many candidate periods. Reject from candidate pipeline despite high CNN morphology score because the signal is not visually or diagnostically planet-like."
high_snr_manual_reject,EPIC_211980250,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.7985085248947144,967.711192859967,,,,,,Manual review rejects despite strong-looking metrics. Primary depth = 0.014447. SNR = 306.85. Odd/even good: ratio = 0.928. OOT/depth low: 0.023. No secondary eclipse detected. But visual/manual confidence is not candidate-like. Long duration: 12.26 h at P = 2.97623 d. Large radius ratio estimate: 0.120. Period source = event_spacing_fallback. Candidate period count = 476.
good_odd_even_manual_reject,EPIC_211980250,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.7985085248947144,967.711192859967,,,,,,Manual review rejects despite strong-looking metrics. Primary depth = 0.014447. SNR = 306.85. Odd/even good: ratio = 0.928. OOT/depth low: 0.023. No secondary eclipse detected. But visual/manual confidence is not candidate-like. Long duration: 12.26 h at P = 2.97623 d. Large radius ratio estimate: 0.120. Period source = event_spacing_fallback. Candidate period count = 476.
fallback_period_dominated_reject,EPIC_211980250,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.7985085248947144,967.711192859967,,,,,,Manual review rejects despite strong-looking metrics. Primary depth = 0.014447. SNR = 306.85. Odd/even good: ratio = 0.928. OOT/depth low: 0.023. No secondary eclipse detected. But visual/manual confidence is not candidate-like. Long duration: 12.26 h at P = 2.97623 d. Large radius ratio estimate: 0.120. Period source = event_spacing_fallback. Candidate period count = 476.
good_odd_even_manual_reject,EPIC_211945246,low_priority_negative,negative_low_priority,0.7421477437019348,37.34600828280925,,,,,,"Folded light curve shows only a small weak possible dip. Secondary diagnostic is flat / line-like, with no meaningful secondary eclipse. Primary depth is shallow: 0.000907. SNR is weak: 6.65. Odd/even is acceptable but not clean: ratio = 0.786. OOT is good: oot_variability_to_depth = 0.0119. Period source = event_spacing_fallback. Candidate period count = 698. Not convincing enough for promotion."
fallback_period_dominated_reject,EPIC_211945246,low_priority_negative,negative_low_priority,0.7421477437019348,37.34600828280925,,,,,,"Folded light curve shows only a small weak possible dip. Secondary diagnostic is flat / line-like, with no meaningful secondary eclipse. Primary depth is shallow: 0.000907. SNR is weak: 6.65. Odd/even is acceptable but not clean: ratio = 0.786. OOT is good: oot_variability_to_depth = 0.0119. Period source = event_spacing_fallback. Candidate period count = 698. Not convincing enough for promotion."
high_cnn_score_manual_reject,EPIC_211542908,binary_system,false_positive_eb_or_variable,0.934166669845581,18.883850107542788,,,,,,"Strong odd/even depth mismatch with ratio about 0.391 and explicit delta about 1.27, making the signal EB-like or unreliable rather than planet-like. The signal is also very shallow, primary SNR is only modest around 6.38, alias risk is moderate, and the period source is event-spacing fallback with many candidate periods. Reject from candidate pipeline despite morphology-positive CNN score and no detected secondary eclipse."
eb_variable_false_positive,EPIC_211542908,binary_system,false_positive_eb_or_variable,0.934166669845581,18.883850107542788,,,,,,"Strong odd/even depth mismatch with ratio about 0.391 and explicit delta about 1.27, making the signal EB-like or unreliable rather than planet-like. The signal is also very shallow, primary SNR is only modest around 6.38, alias risk is moderate, and the period source is event-spacing fallback with many candidate periods. Reject from candidate pipeline despite morphology-positive CNN score and no detected secondary eclipse."
high_cnn_score_manual_reject,EPIC_211493634,noise_or_artifact,negative_noise_or_artifact,0.8903582096099854,786.5457058179314,,,,,,"Very shallow signal with modest primary SNR around 8.44, short period at P=0.608d, and only limited event support. Odd/even consistency is not severely bad but is imperfect, with ratio about 0.789 and explicit delta about 0.236. Alias risk is moderate with stronger support at the double-period alias, and the period source is event-spacing fallback with many candidate periods. Plot is noisy and there is no strong planet-like feature to justify holding or promotion despite morphology-positive CNN score."
high_snr_manual_reject,EPIC_211493634,noise_or_artifact,negative_noise_or_artifact,0.8903582096099854,786.5457058179314,,,,,,"Very shallow signal with modest primary SNR around 8.44, short period at P=0.608d, and only limited event support. Odd/even consistency is not severely bad but is imperfect, with ratio about 0.789 and explicit delta about 0.236. Alias risk is moderate with stronger support at the double-period alias, and the period source is event-spacing fallback with many candidate periods. Plot is noisy and there is no strong planet-like feature to justify holding or promotion despite morphology-positive CNN score."
high_snr_manual_reject,EPIC_211933215,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.7312652468681335,85.6721103893121,,,,,,Too weak and period-unstable. Primary depth is shallow: 0.000394. SNR is only moderate: 11.86. Period source = event_spacing_fallback. Autovet says no reliable saved period support. Candidate period count is very high: 1039. CNN score = 0.731 is morphology-only.
fallback_period_dominated_reject,EPIC_211933215,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.7312652468681335,85.6721103893121,,,,,,Too weak and period-unstable. Primary depth is shallow: 0.000394. SNR is only moderate: 11.86. Period source = event_spacing_fallback. Autovet says no reliable saved period support. Candidate period count is very high: 1039. CNN score = 0.731 is morphology-only.
high_snr_manual_reject,EPIC_212025784,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.7077947854995728,167.92992321825875,,,,,,"Perfect noise / artifact. Primary depth = 0.002349. SNR = 76.34, but not trusted due to noisy context. Odd/even fairly good: ratio = 0.913. OOT variability is very high: oot_variability_to_depth = 0.718. Long duration: 12.01 h at P = 3.74308 d. Period source = event_spacing_fallback. Candidate period count = 1301. Half-period and double-period support both high."
good_odd_even_manual_reject,EPIC_212025784,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.7077947854995728,167.92992321825875,,,,,,"Perfect noise / artifact. Primary depth = 0.002349. SNR = 76.34, but not trusted due to noisy context. Odd/even fairly good: ratio = 0.913. OOT variability is very high: oot_variability_to_depth = 0.718. Long duration: 12.01 h at P = 3.74308 d. Period source = event_spacing_fallback. Candidate period count = 1301. Half-period and double-period support both high."
fallback_period_dominated_reject,EPIC_212025784,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.7077947854995728,167.92992321825875,,,,,,"Perfect noise / artifact. Primary depth = 0.002349. SNR = 76.34, but not trusted due to noisy context. Odd/even fairly good: ratio = 0.913. OOT variability is very high: oot_variability_to_depth = 0.718. Long duration: 12.01 h at P = 3.74308 d. Period source = event_spacing_fallback. Candidate period count = 1301. Half-period and double-period support both high."
high_snr_manual_reject,EPIC_211573482,binary_system,false_positive_eb_or_variable,0.8235576152801514,287.9108511204542,,,,,,"Signal is present, but diagnostics are unfavorable for a planet-like candidate. Odd/even depth consistency is poor, with ratio about 0.610 and explicit delta about 0.589, suggesting possible EB behavior. OOT variability is very high at about 1.16x the transit depth, meaning the apparent events may be embedded in stellar variability or structured noise. Period source is event-spacing fallback with many candidate periods, and CNN score is only morphology-positive, not promotion authority. Reject from candidate pipeline as likely binary/variable contamination rather than continue holding."
eb_variable_false_positive,EPIC_211573482,binary_system,false_positive_eb_or_variable,0.8235576152801514,287.9108511204542,,,,,,"Signal is present, but diagnostics are unfavorable for a planet-like candidate. Odd/even depth consistency is poor, with ratio about 0.610 and explicit delta about 0.589, suggesting possible EB behavior. OOT variability is very high at about 1.16x the transit depth, meaning the apparent events may be embedded in stellar variability or structured noise. Period source is event-spacing fallback with many candidate periods, and CNN score is only morphology-positive, not promotion authority. Reject from candidate pipeline as likely binary/variable contamination rather than continue holding."
high_snr_manual_reject,EPIC_211424769,binary_system,false_positive_eb_or_variable,0.6961907148361206,85.25739851563685,,,,,,"Strong odd/even depth mismatch with ratio about 0.343 and explicit delta about 0.82, making the signal EB-like rather than planet-like. Primary SNR is only modest, CNN morphology score is moderate, and the period source is event-spacing fallback with many candidate periods, so reject from candidate pipeline despite low OOT variability and no meaningful positive secondary eclipse."
eb_variable_false_positive,EPIC_211424769,binary_system,false_positive_eb_or_variable,0.6961907148361206,85.25739851563685,,,,,,"Strong odd/even depth mismatch with ratio about 0.343 and explicit delta about 0.82, making the signal EB-like rather than planet-like. Primary SNR is only modest, CNN morphology score is moderate, and the period source is event-spacing fallback with many candidate periods, so reject from candidate pipeline despite low OOT variability and no meaningful positive secondary eclipse."
high_cnn_score_manual_reject,EPIC_212009427,variable_or_possible_eb,false_positive_eb_or_variable,0.8540639877319336,13.092684359444288,,,,,,"Signal is real-looking, but morphology suggests EB / variable-star-like false positive. Folded light curve and transit zoom show a broad deep event embedded in variability. Raw and detrended curves show strong repetitive variability. Secondary check is structured rather than clean/flat. Secondary depth is negative, not a clean positive secondary, but still suspicious in context. Odd/even agreement is excellent: ratio = 0.975. OOT/depth is high: 0.505. Alias risk = moderate. Strong half-period support: support_ratio = 0.867. Candidate period count = 3383."
good_odd_even_manual_reject,EPIC_212009427,variable_or_possible_eb,false_positive_eb_or_variable,0.8540639877319336,13.092684359444288,,,,,,"Signal is real-looking, but morphology suggests EB / variable-star-like false positive. Folded light curve and transit zoom show a broad deep event embedded in variability. Raw and detrended curves show strong repetitive variability. Secondary check is structured rather than clean/flat. Secondary depth is negative, not a clean positive secondary, but still suspicious in context. Odd/even agreement is excellent: ratio = 0.975. OOT/depth is high: 0.505. Alias risk = moderate. Strong half-period support: support_ratio = 0.867. Candidate period count = 3383."
fallback_period_dominated_reject,EPIC_212009427,variable_or_possible_eb,false_positive_eb_or_variable,0.8540639877319336,13.092684359444288,,,,,,"Signal is real-looking, but morphology suggests EB / variable-star-like false positive. Folded light curve and transit zoom show a broad deep event embedded in variability. Raw and detrended curves show strong repetitive variability. Secondary check is structured rather than clean/flat. Secondary depth is negative, not a clean positive secondary, but still suspicious in context. Odd/even agreement is excellent: ratio = 0.975. OOT/depth is high: 0.505. Alias risk = moderate. Strong half-period support: support_ratio = 0.867. Candidate period count = 3383."
eb_variable_false_positive,EPIC_212009427,variable_or_possible_eb,false_positive_eb_or_variable,0.8540639877319336,13.092684359444288,,,,,,"Signal is real-looking, but morphology suggests EB / variable-star-like false positive. Folded light curve and transit zoom show a broad deep event embedded in variability. Raw and detrended curves show strong repetitive variability. Secondary check is structured rather than clean/flat. Secondary depth is negative, not a clean positive secondary, but still suspicious in context. Odd/even agreement is excellent: ratio = 0.975. OOT/depth is high: 0.505. Alias risk = moderate. Strong half-period support: support_ratio = 0.867. Candidate period count = 3383."
high_cnn_score_manual_reject,EPIC_211944670,low_priority_negative,negative_low_priority,0.9806146025657654,5.90199824602945,,,,,,"Manual review sees a dip, but not good enough for promotion. OOT behaviour is acceptable. Primary depth = 0.002908. SNR is very low: 3.02. Odd/even agreement is imperfect: ratio = 0.721. No secondary eclipse detected. Duration is physically plausible: 1.47 h at P = 1.55281 d. But period source = event_spacing_fallback. Alias risk = moderate. Strong double-period support: alias_best_period_days = 3.10562, support_ratio = 1.0. Candidate period count is high: 865. CNN score = 0.981 is morphology-only and should not override weak validation."
fallback_period_dominated_reject,EPIC_211944670,low_priority_negative,negative_low_priority,0.9806146025657654,5.90199824602945,,,,,,"Manual review sees a dip, but not good enough for promotion. OOT behaviour is acceptable. Primary depth = 0.002908. SNR is very low: 3.02. Odd/even agreement is imperfect: ratio = 0.721. No secondary eclipse detected. Duration is physically plausible: 1.47 h at P = 1.55281 d. But period source = event_spacing_fallback. Alias risk = moderate. Strong double-period support: alias_best_period_days = 3.10562, support_ratio = 1.0. Candidate period count is high: 865. CNN score = 0.981 is morphology-only and should not override weak validation."
high_cnn_score_manual_reject,EPIC_211581700,binary_system,false_positive_eb_or_variable,0.9759197235107422,6.535198089290305,,,,,,"Strong real eclipsing signal with excellent odd/even consistency and many repeated events, but the secondary eclipse is highly significant and deeper than expected for a planet-like occultation. Secondary SNR is about 19.83 and secondary-to-primary depth ratio is about 3.87, making this much more consistent with an eclipsing binary or variable binary system than a planet candidate. Reject from planet candidate pipeline despite strong morphology and high CNN score."
eb_variable_false_positive,EPIC_211581700,binary_system,false_positive_eb_or_variable,0.9759197235107422,6.535198089290305,,,,,,"Strong real eclipsing signal with excellent odd/even consistency and many repeated events, but the secondary eclipse is highly significant and deeper than expected for a planet-like occultation. Secondary SNR is about 19.83 and secondary-to-primary depth ratio is about 3.87, making this much more consistent with an eclipsing binary or variable binary system than a planet candidate. Reject from planet candidate pipeline despite strong morphology and high CNN score."
high_snr_manual_reject,EPIC_211942823,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.6873986721038818,92.06307252617174,,,,,,"Manual visual review sees no convincing dip; folded view appears essentially flat / line-like. Primary depth is shallow: 0.000423. SNR = 13.01. Period = 0.20432 d / 4.90 h. Transit duration = 0.36777 d / 8.83 h, longer than the orbital period. Odd/even agreement is weak: ratio = 0.702. Alias risk = high. Period source = event_spacing_fallback. Candidate period count is high: 1049."
