epic_id,reconciled_label,reconciled_status,strongest_positive_flag,positive_retained_flag,rejection_flag,uncertainty_flag,source_files,source_labels,source_actions,latest_known_stage,manual_decision_present,autovet_decision_present,stage_g_score,caveat,reconciliation_reason,manual_label,manual_next_action,manual_reason,manual_confidence,manual_vetted,decision_authority,reviewed_at,reviewer,cnn_manual_conflict,conflict_reason
EPIC_211409713,needs_period_review,run_period_search_before_label_update,False,False,False,True,plots/k2_batch/stage_i_autovet_v1_hold_batch1/autovet_hold_validation_ledger.csv,needs_period_review,run_period_search_before_label_update,Stage I / AutoVet,False,True,,reason: original AutoVet evidence had missing/weak saved period support,selected uncertain_non_final from plots/k2_batch/stage_i_autovet_v1_hold_batch1/autovet_hold_validation_ledger.csv (autovet_validation_ledger); matches: no positive/not-positive rule matched,,,,,,,,,,
EPIC_211423229,reject_as_noise_or_artifact,not_positive,False,False,True,False,freezes/k2_stage_f_v3_manual_review_outcomes_13.csv; freezes/k2_stage_f_v3_manual_reviewed_13.csv; freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv; k2_stage_f_v3_manual_review_outcomes.csv; k2_stage_f_v3_manual_reviewed.csv,hold_or_reject_review; noise_or_artifact; reject_as_noise_or_artifact,hold_or_reject_review,Stage G,True,False,0.36003243302143906,manual_reason: poor odd/even agreement; weak tiny primary; irregular non-transit morphology; weak/non-dominant alias support; low event-family support; manual_reason: poor odd/even agreement; weak tiny primary; irregular non-transit morphology; weak/non-dominant alias support; low event-family support | visual_notes: poor odd/even agreement; weak tiny primary; irregular non-transit morphology; weak/non-dominant alias support; low event-family support,selected not_positive from freezes/k2_stage_f_v3_manual_review_outcomes_13.csv (manual_review_decision); matches: manual_stage_f_label=reject_as_noise_or_artifact; reject_as_noise_or_artifact; noise_or_artifact,,,,,,,,,,
EPIC_211425098,reject_manual_false_positive,reject_manual_false_positive,False,False,True,False,freezes/final_candidate_master_ledger_stage_h_candidate_followup.csv; freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv; plots/k2_batch/final_candidate_master_ledger.csv; plots/k2_batch/final_candidate_master_ledger_stage_f_closed.csv,hold_or_reject_review; noise_or_artifact; reject_manual_false_positive,exclude from novel planet queue after Stage F reviewed outcome; reject_manual_false_positive; hold_or_reject_review,Master ledger,False,False,0.23497384634394886,status_reason: Stage F reviewed outcome: manual false positive. Stage F reason: ambiguous follow-up checks: odd_even_ratio=0.628 alias_risk=moderate oot_to_depth=1.097 | visual_notes: Stage F reviewed outcome: manual false positive. Stage F reason: ambiguous follow-up checks: odd_even_ratio=0.628 alias_risk=moderate oot_to_depth=1.097,selected not_positive from plots/k2_batch/final_candidate_master_ledger.csv (current_master_ledger); matches: final_candidate_status=reject_manual_false_positive; final_recommendation=reject_manual_false_positive; reject_manual_false_positive; false_positive,,,,,,,,,,
EPIC_211429653,needs_period_review,run_period_search_before_label_update,False,False,False,True,plots/k2_batch/stage_i_autovet_v1_hold_batch1/autovet_hold_validation_ledger.csv,needs_period_review,run_period_search_before_label_update,Stage I / AutoVet,False,True,,"reason: original AutoVet evidence had missing/weak saved period support; EB risk features: odd_even_ratio=0.2465, odd_even_delta=1.471, secondary_ratio=0, alias_risk=low; artifact/reject features: primary_snr=3.25, num_events=5",selected uncertain_non_final from plots/k2_batch/stage_i_autovet_v1_hold_batch1/autovet_hold_validation_ledger.csv (autovet_validation_ledger); matches: no positive/not-positive rule matched,,,,,,,,,,
EPIC_211434347,hold_or_reject_review,hold_or_reject_review,False,False,False,True,freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv,hold_or_reject_review,hold_or_reject_review,Stage G,False,False,0.28033299537534206,,selected uncertain_non_final from freezes/stage_g_candidate_ledger_review.csv (stage_g_candidate_review); matches: no positive/not-positive rule matched,,,,,,,,,,
EPIC_211490307,reject_manual_false_positive,reject_manual_false_positive,False,False,True,False,freezes/final_candidate_master_ledger_stage_h_candidate_followup.csv; freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv; k2_manual_false_positive_rejects.csv; k2_manual_rejects_stage_f_next10.csv; k2_master_candidate_ledger.csv; k2_stage_f_next10_manual_reviewed.csv; manual_reject_archive.csv; plots/k2_batch/final_candidate_master_ledger.csv; plots/k2_batch/final_candidate_master_ledger_stage_f_closed.csv,noise_or_artifact; reject_manual_false_positive,closed_negative_do_not_reopen_without_new_evidence; exclude from novel planet queue after manual visual review,Master ledger,True,False,0.6015330828227734,visual_notes: Manual visual review did not show convincing planet-like transit morphology.,selected not_positive from plots/k2_batch/final_candidate_master_ledger.csv (current_master_ledger); matches: final_candidate_status=reject_manual_false_positive; reject_manual_false_positive; false_positive,,,,,,,,,,
EPIC_211511562,hold_or_reject_review,hold_or_reject_review,False,False,False,True,freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv,hold_or_reject_review,hold_or_reject_review,Stage G,False,False,0.3183505454900529,,selected uncertain_non_final from freezes/stage_g_candidate_ledger_review.csv (stage_g_candidate_review); matches: no positive/not-positive rule matched,,,,,,,,,,
EPIC_211520800,deprioritize_after_manual_visual_review,deprioritize_after_manual_visual_review,False,False,True,False,freezes/final_candidate_master_ledger_stage_h_candidate_followup.csv; freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv; k2_stage_f_next10_batch2_manual_reviewed.csv; manual_reject_archive.csv; plots/k2_batch/final_candidate_master_ledger.csv; plots/k2_batch/final_candidate_master_ledger_stage_f_closed.csv,deprioritize_after_manual_visual_review; hold_or_reject_review; low_priority_negative; manual_unreviewed,deprioritize after manual visual review; deprioritize_after_manual_visual_review; hold_or_reject_review,Master ledger,True,False,0.5207721037801363,status_reason: Human visual review found folds unconvincing relative to top five. | visual_notes: Human visual review found folds unconvincing relative to top five.; visual_notes: Awaiting manual visual review outcome.,selected not_positive from plots/k2_batch/final_candidate_master_ledger.csv (current_master_ledger); matches: deprioritize,,,,,,,,,,
EPIC_211525754,reject_manual_false_positive,reject_manual_false_positive,False,False,True,False,freezes/final_candidate_master_ledger_stage_h_candidate_followup.csv; freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv; k2_manual_false_positive_rejects.csv; k2_manual_rejects_stage_f_next10.csv; k2_master_candidate_ledger.csv; k2_stage_f_next10_manual_reviewed.csv; manual_reject_archive.csv; plots/k2_batch/final_candidate_master_ledger.csv; plots/k2_batch/final_candidate_master_ledger_stage_f_closed.csv,noise_or_artifact; reject_manual_false_positive,closed_negative_do_not_reopen_without_new_evidence; exclude from novel planet queue after manual visual review,Master ledger,True,False,0.6257115326534305,visual_notes: Manual visual review did not show convincing planet-like transit morphology.,selected not_positive from plots/k2_batch/final_candidate_master_ledger.csv (current_master_ledger); matches: final_candidate_status=reject_manual_false_positive; reject_manual_false_positive; false_positive,,,,,,,,,,
EPIC_211530033,reject_manual_false_positive,reject_manual_false_positive,False,False,True,False,freezes/final_candidate_master_ledger_stage_h_candidate_followup.csv; freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv; plots/k2_batch/final_candidate_master_ledger.csv; plots/k2_batch/final_candidate_master_ledger_stage_f_closed.csv,hold_or_reject_review; noise_or_artifact; reject_manual_false_positive,exclude from novel planet queue after Stage F reviewed outcome; reject_manual_false_positive; hold_or_reject_review,Master ledger,False,False,0.6665948900723013,"status_reason: Stage F reviewed outcome: manual false positive. Stage F reason: no EB rejection, but visual/metric confidence remains secondary queue | visual_notes: Stage F reviewed outcome: manual false positive. Stage F reason: no EB rejection, but visual/metric confidence remains secondary queue",selected not_positive from plots/k2_batch/final_candidate_master_ledger.csv (current_master_ledger); matches: final_candidate_status=reject_manual_false_positive; final_recommendation=reject_manual_false_positive; reject_manual_false_positive; false_positive,,,,,,,,,,
EPIC_211534076,recovered_known_unconfirmed_candidate,recovered_known_unconfirmed_candidate,True,True,False,False,freezes/final_candidate_master_ledger_stage_h_candidate_followup.csv; freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv; k2_master_candidate_ledger.csv; k2_stage_h_final_candidate_status.csv; k2_stage_h_final_candidate_status_v3.csv; plots/k2_batch/final_candidate_master_ledger.csv; plots/k2_batch/final_candidate_master_ledger_stage_f_closed.csv; promoted_candidate_queue.csv; strict_promoted_candidates.csv,candidate_like; recovered_known_candidate; recovered_known_unconfirmed_candidate,candidate_supported_by_calibrated_layer; top_followup_candidate; literature follow-up / monitor for confirmation; use as candidate-positive recovery benchmark; literature follow-up / monitor for confirmation; top_followup_candidate,Master ledger,False,False,0.703777551032,"stage_f_closed_45_caveats: Recovered known unconfirmed candidate/control; preserve known-unconfirmed/reference status and do not treat Stage G as a new promotion authority. | status_reason: Known unconfirmed candidate recovered by pipeline; use as candidate-positive recovery benchmark. | visual_notes: Known unconfirmed candidate recovered by pipeline; use as candidate-positive recovery benchmark.; visual_notes: Known unconfirmed candidate recovered by pipeline; use as candidate-positive recovery benchmark.; status_reason: reclassified as known unconfirmed candidate; recovered by pipeline, not a novel discovery claim; status_reason: Known unconfirmed candidate recovered by pipeline; use as candidate-positive recovery benchmark. | visual_notes: Known unconfirmed candidate recovered by pipeline; use as candidate-positive recovery benchmark.",selected strong_positive from plots/k2_batch/final_candidate_master_ledger.csv (current_master_ledger); matches: final_candidate_status=recovered_known_unconfirmed_candidate; final_recommendation=top_followup_candidate; stage_h_label=known_unconfirmed_candidate; candidate-positive recovery benchmark,,,,,,,,,,
EPIC_211537297,hold_deeper_eval,positive_retained,False,True,False,False,freezes/k2_stage_f_v3_manual_review_outcomes_13.csv; freezes/k2_stage_f_v3_manual_reviewed_13.csv; freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv; k2_stage_f_v3_manual_review_outcomes.csv; k2_stage_f_v3_manual_reviewed.csv,hold_deeper_eval; uncertain_hold; unresolved_flux_triage_when_queue_reopens,unresolved_flux_triage_when_queue_reopens,Stage G,True,False,0.34499223192356665,manual_reason: acceptable odd/even; no secondary; low OOT variability; modest depth/SNR; non-unique alias support; manual_reason: acceptable odd/even; no secondary; low OOT variability; modest depth/SNR; non-unique alias support | visual_notes: acceptable odd/even; no secondary; low OOT variability; modest depth/SNR; non-unique alias support,selected positive_retained from freezes/k2_stage_f_v3_manual_review_outcomes_13.csv (manual_review_decision); matches: manual_stage_f_label=hold_deeper_eval,,,,,,,,,,
EPIC_211538087,hold_or_reject_review,hold_or_reject_review,False,False,False,True,freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv,hold_or_reject_review,hold_or_reject_review,Stage G,False,False,0.4304848944292039,,selected uncertain_non_final from freezes/stage_g_candidate_ledger_review.csv (stage_g_candidate_review); matches: no positive/not-positive rule matched,,,,,,,,,,
EPIC_211549072,noise_or_artifact,reject_from_candidate_pipeline,False,False,True,False,plots/k2_batch/stage_i_autovet_v1_hold_batch1/autovet_hold_validation_ledger.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260520_epic20/manual_vetting_decisions_cumulative_20260520_epic20.csv,needs_period_review; noise_or_artifact,run_period_search_before_label_update; reject_from_candidate_pipeline,Manual review,True,True,,"reason: original AutoVet evidence had missing/weak saved period support; EB risk features: odd_even_ratio=0.4722, odd_even_delta=0.6746, secondary_ratio=0, alias_risk=moderate",manual_review overrides existing reconciled ledger state; CNN morphology score is not promotion authority,noise_or_artifact,reject_from_candidate_pipeline,"Manual plot review does not show a convincing transit-like signal despite very high CNN morphology score. The numerical diagnostics are also unfavorable: shallow primary depth, modest primary SNR around 6.92, very long duration around 7.85 hours for P=1.20d, strong odd/even mismatch with ratio about 0.472 and explicit delta about 0.675, and half-period alias support. Stage F held the object as ambiguous, but manual review overrides the CNN morphology-positive score because the dips are not visually convincing and the signal is not planet-like.",high,true,manual_review,2026-05-20,user_provided_manual_review,cnn_high_manual_reject,"Very high CNN score at about 0.991, but manual review finds no convincing dips and diagnostics are unfavorable."
EPIC_211551640,reject_manual_false_positive,reject_manual_false_positive,False,False,True,False,freezes/final_candidate_master_ledger_stage_h_candidate_followup.csv; freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv; k2_manual_false_positive_rejects.csv; k2_manual_rejects_stage_f_next10.csv; k2_master_candidate_ledger.csv; k2_stage_f_next10_manual_reviewed.csv; manual_reject_archive.csv; plots/k2_batch/final_candidate_master_ledger.csv; plots/k2_batch/final_candidate_master_ledger_stage_f_closed.csv,noise_or_artifact; reject_manual_false_positive,closed_negative_do_not_reopen_without_new_evidence; exclude from novel planet queue after manual visual review,Master ledger,True,False,0.5324351510214621,visual_notes: Manual visual review did not show convincing planet-like transit morphology.,selected not_positive from plots/k2_batch/final_candidate_master_ledger.csv (current_master_ledger); matches: final_candidate_status=reject_manual_false_positive; reject_manual_false_positive; false_positive,,,,,,,,,,
EPIC_211552564,unresolved_flux_triage_when_queue_reopens,unresolved_flux_triage_when_queue_reopens,False,False,False,True,freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv,unresolved_flux_triage_when_queue_reopens,unresolved_flux_triage_when_queue_reopens,Stage G,False,False,0.38016967503281995,,selected uncertain_non_final from freezes/stage_g_candidate_ledger_review.csv (stage_g_candidate_review); matches: no positive/not-positive rule matched,,,,,,,,,,
EPIC_211554121,reject_manual_false_positive,reject_manual_false_positive,False,False,True,False,freezes/final_candidate_master_ledger_stage_h_candidate_followup.csv; freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv; k2_manual_false_positive_rejects.csv; k2_manual_rejects_stage_f_next10.csv; k2_master_candidate_ledger.csv; k2_stage_f_next10_manual_reviewed.csv; manual_reject_archive.csv; plots/k2_batch/final_candidate_master_ledger.csv; plots/k2_batch/final_candidate_master_ledger_stage_f_closed.csv,noise_or_artifact; reject_manual_false_positive,closed_negative_do_not_reopen_without_new_evidence; exclude from novel planet queue after manual visual review,Master ledger,True,False,0.4449361577247054,visual_notes: Manual visual review did not show convincing planet-like transit morphology.,selected not_positive from plots/k2_batch/final_candidate_master_ledger.csv (current_master_ledger); matches: final_candidate_status=reject_manual_false_positive; reject_manual_false_positive; false_positive,,,,,,,,,,
EPIC_211555255,reject_manual_false_positive,reject_manual_false_positive,False,False,True,False,freezes/final_candidate_master_ledger_stage_h_candidate_followup.csv; freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv; k2_manual_false_positive_rejects.csv; k2_manual_rejects_stage_f_next10.csv; k2_master_candidate_ledger.csv; k2_stage_f_next10_manual_reviewed.csv; manual_reject_archive.csv; plots/k2_batch/final_candidate_master_ledger.csv; plots/k2_batch/final_candidate_master_ledger_stage_f_closed.csv,noise_or_artifact; reject_manual_false_positive,exclude from novel planet queue after manual visual review; hold_or_reject_review,Master ledger,True,False,0.43739334991494294,visual_notes: Folded transit not clean; aliases show similar structure; OOT variability dominates. Likely stellar/systematic false positive.,selected not_positive from plots/k2_batch/final_candidate_master_ledger.csv (current_master_ledger); matches: final_candidate_status=reject_manual_false_positive; reject_manual_false_positive; false_positive,,,,,,,,,,
EPIC_211562803,hold_deeper_eval,positive_retained,False,True,False,False,freezes/k2_stage_f_v3_manual_review_outcomes_13.csv; freezes/k2_stage_f_v3_manual_reviewed_13.csv; freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv; k2_stage_f_v3_manual_review_outcomes.csv; k2_stage_f_v3_manual_reviewed.csv,hold_deeper_eval; hold_or_reject_review; uncertain_hold,hold_or_reject_review,Stage G,True,False,0.3623755123002591,manual_reason: shallow/visually weak primary; only moderate SNR; borderline odd/even agreement; non-dominant alias support; messy low-amplitude folded morphology; manual_reason: shallow/visually weak primary; only moderate SNR; borderline odd/even agreement; non-dominant alias support; messy low-amplitude folded morphology | visual_notes: shallow/visually weak primary; only moderate SNR; borderline odd/even agreement; non-dominant alias support; messy low-amplitude folded morphology,selected positive_retained from freezes/k2_stage_f_v3_manual_review_outcomes_13.csv (manual_review_decision); matches: manual_stage_f_label=hold_deeper_eval,,,,,,,,,,
EPIC_211563576,reject_manual_false_positive,reject_manual_false_positive,False,False,True,False,freezes/final_candidate_master_ledger_stage_h_candidate_followup.csv; freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv; k2_manual_false_positive_rejects.csv; k2_manual_rejects_stage_f_next10.csv; k2_master_candidate_ledger.csv; k2_stage_f_next10_manual_reviewed.csv; manual_reject_archive.csv; plots/k2_batch/final_candidate_master_ledger.csv; plots/k2_batch/final_candidate_master_ledger_stage_f_closed.csv,noise_or_artifact; reject_manual_false_positive,closed_negative_do_not_reopen_without_new_evidence; exclude from novel planet queue after manual visual review,Master ledger,True,False,0.4387572944819473,visual_notes: Manual visual review did not show convincing planet-like transit morphology.,selected not_positive from plots/k2_batch/final_candidate_master_ledger.csv (current_master_ledger); matches: final_candidate_status=reject_manual_false_positive; reject_manual_false_positive; false_positive,,,,,,,,,,
