epic_id,calibrated_score,stage_g_support_tier,training_label_v3,science_binary_v3,current_status,final_candidate_status,stage_g_v2_action,reason
EPIC_211598703,0.371916754404,weak_support,noise_or_artifact,not_science_like,hold_or_reject_review,,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
EPIC_211759361,0.370758292198,weak_support,candidate_like,science_like,known_positive_below_pass_threshold_recheck_features,,feature_review_for_stage_g_suppression,"Science-like row suppressed below strong_support by the current Stage G rule; review odd/even, OOT, Stage F, and Stage D feature contributions before any policy use."
EPIC_211887206,0.369107535703,weak_support,low_priority_negative,not_science_like,hold_or_reject_review,,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
EPIC_211746706,0.365303758197,weak_support,noise_or_artifact,not_science_like,hold_or_reject_review,,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
EPIC_211562803,0.3623755123,weak_support,uncertain_hold,unresolved,hold_or_reject_review,,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
EPIC_211423229,0.360032433021,weak_support,noise_or_artifact,not_science_like,hold_or_reject_review,,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
EPIC_211791780,0.359699463073,weak_support,uncertain_hold,unresolved,hold_or_reject_review,,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
EPIC_211631955,0.356518866354,weak_support,uncertain_hold,unresolved,unresolved_flux_triage_when_queue_reopens,,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
EPIC_211821200,0.35557360541,weak_support,uncertain_hold,unresolved,hold_or_reject_review,,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
EPIC_211537297,0.344992231924,weak_support,uncertain_hold,unresolved,unresolved_flux_triage_when_queue_reopens,,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
EPIC_211306307,0.334828408247,weak_support,noise_or_artifact,not_science_like,hold_or_reject_review,,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
EPIC_211686773,0.321594736146,weak_support,,unresolved,hold_or_reject_review,,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
EPIC_211511562,0.31835054549,weak_support,,unresolved,hold_or_reject_review,,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
EPIC_211409604,0.306510327278,weak_support,uncertain_hold,unresolved,hold_or_reject_review,,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
EPIC_211770415,0.303706442149,weak_support,uncertain_hold,unresolved,unresolved_flux_triage_when_queue_reopens,,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
EPIC_211434347,0.280332995375,weak_support,,unresolved,hold_or_reject_review,,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
EPIC_211425098,0.234973846344,weak_support,noise_or_artifact,not_science_like,hold_or_reject_review,,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
EPIC_211878672,0.211325279547,weak_support,low_priority_negative,not_science_like,hold_or_reject_review,,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
